,TLT.OPEN,TLT.HIGH,TLT.LOW,TLT.CLOSE
2013-01-04,117.66,118.44,117.36,118.4
2013-01-07,118.37,118.73,118,118.4499
2013-01-08,119.04,119.29,118.82,119.23
2013-01-09,119.25,119.54,118.87,119.12
2013-01-10,118.63,119.3,118.36,118.79
2013-01-11,118.52,119.86,118.35,119.85
2013-01-14,120.04,120.28,119.37,119.52
2013-01-15,120.61,120.7,119.97,120.07
2013-01-16,120.63,120.684,120.01,120.32
2013-01-17,119.33,119.55,118.75,119.12
2013-01-18,119.57,120.21,119.4601,120.04
2013-01-22,119.55,120.3,119.38,120.27
2013-01-23,120.34,120.58,119.95,120.09
2013-01-24,119.87,119.97,119.26,119.67
2013-01-25,118.42,118.6,117.77,118.03
2013-01-28,117.02,117.72,117,117.6
2013-01-29,117.62,118.0801,116.87,116.95
2013-01-30,116.67,116.96,116.16,116.75
2013-01-31,117.03,117.34,116.552,117.32
2013-02-01,117.73,117.85,115.51,115.54
2013-02-04,116.59,117.28,116.42,117.02
2013-02-05,116.27,116.43,115.865,115.98
2013-02-06,116.52,116.97,116.05,116.93
2013-02-07,116.77,117.59,116.62,116.67
2013-02-08,116.8,117.16,116.23,117.12
2013-02-11,117.05,117.38,116.924,117.03
2013-02-12,116.69,117.02,116.46,116.74
2013-02-13,115.8,116.27,115.55,115.79
2013-02-14,116.29,117.04,115.99,116.84
2013-02-15,116.66,116.74,116.07,116.5
2013-02-19,116.86,116.9,115.84,115.92
2013-02-20,115.69,116.37,115.57,116.27
2013-02-21,116.9,117.31,116.74,116.95
2013-02-22,116.98,117.34,116.88,117.03
2013-02-25,116.35,119.35,116.29,119.33
2013-02-26,118.73,119.67,118.59,118.64
2013-02-27,119.49,119.54,118,118.29
2013-02-28,118.43,118.66,117.98,118.51
2013-03-01,118.84,119.21,118.54,118.9
2013-03-04,118.79,118.97,118.26,118.27
2013-03-05,118.07,118.2,117.68,117.93
2013-03-06,117.11,117.5,116.85,116.86
2013-03-07,116.41,116.51,115.91,115.96
2013-03-08,114.87,115.361,114.6201,114.75
2013-03-11,115.12,115.228,114.74,114.86
2013-03-12,115.25,115.79,115.23,115.69
2013-03-13,115.24,115.74,115.03,115.57
2013-03-14,115.09,115.64,114.98,115.22
2013-03-15,115.33,115.88,115.3,115.76
2013-03-18,116.83,116.88,116.15,116.64
2013-03-19,116.78,117.89,116.7,117.43
2013-03-20,116.71,116.9901,116.08,116.12
2013-03-21,116.86,117.25,116.53,117.24
2013-03-22,117.3,117.5,116.77,117.33
2013-03-25,116.77,117.78,116.67,117.22
2013-03-26,116.87,117.91,116.78,117.36
2013-03-27,118.3,118.77,118.18,118.36
2013-03-28,118.12,118.45,117.68,117.76
2013-04-01,117.52,118.421,117.49,118.39
2013-04-02,118.07,118.14,117.75,117.91
2013-04-03,118.31,119.292,118.25,118.969
2013-04-04,119.59,120.41,119.47,120.39
2013-04-05,122.88,123.43,122.63,122.82
2013-04-08,122.67,122.8701,121.78,121.88
2013-04-09,122.03,122.24,121.3799,121.58
2013-04-10,120.59,120.66,119.9,119.91
2013-04-11,120.17,120.49,119.885,120.14
2013-04-12,121.33,121.94,120.8975,121.93
2013-04-15,122.13,123.03,121.87,122.99
2013-04-16,121.92,122.52,121.8834,121.98
2013-04-17,122.3,123.525,122.3,122.79
2013-04-18,122.81,123.22,122.6,123.09
2013-04-19,122.94,122.98,122.63,122.83
2013-04-22,122.84,123.29,122.67,122.92
2013-04-23,123.26,123.79,122.38,122.49
2013-04-24,122.47,122.82,122.3,122.8
2013-04-25,122.2496,122.37,122.1,122.27
2013-04-26,123.2,123.51,123.01,123.39
2013-04-29,123.58,123.7301,122.76,122.94
2013-04-30,123.26,123.69,122.67,123.01
2013-05-01,123.46,124.26,123.43,124.0099
2013-05-02,123.59,123.97,123.51,123.85
2013-05-03,122.16,122.19,120.83,120.93
2013-05-06,121.15,121.255,120.32,120.63
2013-05-07,120.19,120.5,120.05,120.16
2013-05-08,120.27,120.83,120.17,120.35
2013-05-09,120.51,121.32,119.98,120.04
2013-05-10,119.76,119.785,117.85,118.75
2013-05-13,117.8799,118.19,117.63,117.84
2013-05-14,118.35,118.44,116.54,116.56
2013-05-15,117.53,117.72,116.421,117.341
2013-05-16,117.97,118.94,117.935,118.56
2013-05-17,117.95,118.15,116.98,117.06
2013-05-20,117.63,117.67,116.79,116.922
2013-05-21,116.93,117.87,116.42,117.84
2013-05-22,118.02,118.55,115.8,116.09
2013-05-23,117.15,117.24,115.77,116.64
2013-05-24,116.98,117.42,116.7149,116.8
2013-05-28,116.09,116.27,113.82,113.838
2013-05-29,114.62,115.185,114.46,115.118
2013-05-30,115.25,115.37,114.5299,114.84
2013-05-31,114.97,115.02,113.17,114.45
2013-06-03,113.78,115.49,113.7,114.78
2013-06-04,113.96,114.49,113.66,113.72
2013-06-05,114.29,115.32,114.13,115.29
2013-06-06,114.88,116.785,114.41,115.22
2013-06-07,114.22,114.8299,113.16,113.16
2013-06-10,112.7,113.12,112.38,112.62
2013-06-11,112.27,113.96,112.12,113.96
2013-06-12,113,113.83,112.27,112.33
2013-06-13,113.07,114.17,112.89,114.09
2013-06-14,114.1,114.66,113.82,113.82
2013-06-17,114.02,114.08,113,113.22
2013-06-18,112.85,113.685,112.72,113.28
2013-06-19,113.74,113.79,111.62,112.11
2013-06-20,110.75,111.209,109.28,110.27
2013-06-21,110.15,110.41,108.37,108.402
2013-06-24,107.83,109.385,107.76,108.85
2013-06-25,108.9,109.02,107.86,107.88
2013-06-26,109,109.05,108.04,108.58
2013-06-27,109.54,109.97,108.95,109.69
2013-06-28,109.01,110.48,108.7199,110.44
2013-07-01,109.73,110.5,109.43,110.41
2013-07-02,110.5,110.8,110.24,110.34
2013-07-03,110.31,110.65,110.01,110.01
2013-07-05,107.28,107.5,106.17,106.26
2013-07-08,107.07,107.56,106.95,107.29
2013-07-09,107.49,107.62,107.07,107.4
2013-07-10,107.39,107.39,106.303,106.555
2013-07-11,107.45,107.87,106.94,107.81
2013-07-12,108.34,108.47,107.34,107.72
2013-07-15,107.8,108.32,107.7,108.29
2013-07-16,108.43,108.76,108.27,108.66
2013-07-17,109.19,109.36,108.66,108.86
2013-07-18,108.61,108.67,107.48,107.5
2013-07-19,108.31,109.21,108.255,109.2
2013-07-22,109.36,109.6884,109.1299,109.36
2013-07-23,108.67,109,108.32,108.9
2013-07-24,107.65,107.89,106.79,107.52
2013-07-25,106.97,107.6,106.81,107.48
2013-07-26,108.04,108.28,107.64,108.14
2013-07-29,107.65,107.82,107.07,107.35
2013-07-30,107.71,107.76,107.05,107.31
2013-07-31,106.06,107.92,105.85,107.7
2013-08-01,106.49,106.49,105,105.3601
2013-08-02,106.01,106.6101,105.98,106.52
2013-08-05,106.19,106.2474,105.54,105.7
2013-08-06,105.53,106.01,105.34,106.01
2013-08-07,106.17,106.94,106.17,106.8
2013-08-08,106.98,107.6,106.79,107.09
2013-08-09,106.6,107.265,106.48,107.26
2013-08-12,107.61,107.6299,106.47,106.53
2013-08-13,105.33,105.36,104.8,104.99
2013-08-14,104.94,105.36,104.87,105.15
2013-08-15,104.1,104.63,103.69,103.73
2013-08-16,103.96,103.9701,102.67,103.37
2013-08-19,102.93,103.01,102.21,102.47
2013-08-20,102.89,103.36,102.85,103.26
2013-08-21,102.77,103.2,102.11,102.13
2013-08-22,102.46,103.23,102.24,103.17
2013-08-23,103.01,104.39,102.74,104.29
2013-08-26,104.56,104.89,104.33,104.81
2013-08-27,105.29,106.25,105.04,106.13
2013-08-28,105.41,105.57,104.94,105.27
2013-08-29,104.88,106.309,104.79,106.11
2013-08-30,106.02,106.68,105.74,105.99
2013-09-03,104.59,104.67,103.51,104.22
2013-09-04,104.45,104.65,103.95,103.99
2013-09-05,103.47,103.6,102.53,102.54
2013-09-06,103.25,103.82,102.81,103.05
2013-09-09,103.8,103.8101,103.08,103.1
2013-09-10,102.73,103.34,102.365,102.38
2013-09-11,102.92,103.31,102.19,103.29
2013-09-12,103.85,104,103.06,103.15
2013-09-13,103.51,103.83,103.23,103.55
2013-09-16,104.33,104.41,102.85,102.86
2013-09-17,103.37,103.74,102.97,103.71
2013-09-18,103.63,105.55,102.98,104.99
2013-09-19,105.05,105.09,104.16,104.37
2013-09-20,104.69,105.18,104.45,104.925
2013-09-23,105.21,105.73,105.11,105.69
2013-09-24,105.99,106.84,105.845,106.83
2013-09-25,106.54,107.279,106.39,107.05
2013-09-26,106.48,106.62,106.19,106.3
2013-09-27,106.29,106.82,106.249,106.56
2013-09-30,106.66,106.9,106.1799,106.4
2013-10-01,105.9,106.03,105.53,105.8
2013-10-02,105.93,106.48,105.76,105.96
2013-10-03,105.75,106.41,105.7,105.79
2013-10-04,105.67,105.78,105.35,105.71
2013-10-07,106.2,106.36,105.98,106.14
2013-10-08,105.9799,106.5099,105.828,106.17
2013-10-09,105.87,105.94,105.295,105.32
2013-10-10,104.8,105.53,104.51,105.49
2013-10-11,106.16,106.23,105.41,105.455
2013-10-14,105.39,105.64,104.33,104.61
2013-10-15,105.15,105.3,104.53,104.54
2013-10-16,104.47,105.86,104.27,105.85
2013-10-17,106.52,107.12,106.29,106.81
2013-10-18,107.11,107.48,106.98,107.04
2013-10-21,106.91,106.92,106.459,106.7
2013-10-22,107.5999,108.12,107.56,107.89
2013-10-23,108.07,108.73,108.035,108.31
2013-10-24,108.61,108.67,107.87,107.89
2013-10-25,108.13,108.45,108.08,108.29
2013-10-28,108.01,108.3801,107.91,107.92
2013-10-29,107.62,108.07,107.51,108.06
2013-10-30,107.93,108.21,107.21,107.41
2013-10-31,107.91,108.01,107.1401,107.64
2013-11-01,106.97,107,106.14,106.19
2013-11-04,106.47,106.67,106.22,106.29
2013-11-05,105.79,105.83,104.99,105.02
2013-11-06,104.94,105.14,104.69,105.07
2013-11-07,105.05,106.05,104.9701,105.96
2013-11-08,103.97,104.11,103.39,103.41
2013-11-11,103.53,103.58,102.96,103.02
2013-11-12,103.21,103.59,103.18,103.5
2013-11-13,103.87,104.04,103.74,103.88
2013-11-14,104.31,105.12,104.15,104.52
2013-11-15,104.66,104.74,104.312,104.73
2013-11-18,104.65,105.41,104.65,105.36
2013-11-19,104.95,105.14,104.41,104.56
2013-11-20,104.42,104.84,102.648,102.78
2013-11-21,102.51,103.19,102.16,102.95
2013-11-22,103.49,104.1301,103.48,103.91
2013-11-25,103.84,104.42,103.84,104.21
2013-11-26,104.49,104.93,104.48,104.6
2013-11-27,104.68,104.7,103.96,104.42
2013-11-29,104.08,104.6,103.95,104.45
2013-12-02,103.8,103.91,103.22,103.33
2013-12-03,103.7,103.96,103.46,103.71
2013-12-04,102.75,103.05,102.38,102.72
2013-12-05,102.48,102.85,102.22,102.43
2013-12-06,102.56,102.99,102.36,102.92
2013-12-09,102.9,103.23,102.83,103.16
2013-12-10,103.84,103.95,103.45,103.9
2013-12-11,103.55,103.77,103.02,103.1
2013-12-12,103.03,103.16,102.625,102.71
2013-12-13,103.14,103.3,102.79,103.21
2013-12-16,103.58,103.69,102.73,102.83
2013-12-17,102.61,103.4,102.59,103.29
2013-12-18,102.83,103.72,102.46,102.77
2013-12-19,102.86,103.01,102.45,102.67
2013-12-20,103.72,104.29,103.3,104.25
2013-12-23,104.05,104.41,103.66,103.66
2013-12-24,103.23,103.35,102.8,102.83
2013-12-26,102.35,102.36,102.01,102.1
2013-12-27,102.07,102.31,101.69,101.81
2013-12-30,102.15,102.58,102.08,102.51
2013-12-31,102.29,102.55,101.17,101.86
2014-01-02,101.72,102.39,101.69,102.17
2014-01-03,101.81,102.45,101.76,102.17
2014-01-06,102.38,103,102.37,102.6
2014-01-07,102.82,102.99,102.56,102.86
2014-01-08,102.45,102.69,102.1,102.58
2014-01-09,102.97,103.205,102.51,103.18
2014-01-10,103.77,104.5425,103.69,104.41
2014-01-13,104.51,105.14,104.465,104.93
2014-01-14,104.65,104.83,104.39,104.45
2014-01-15,104.04,104.51,103.93,104.34
2014-01-16,104.85,105.07,104.72,105.04
2014-01-17,104.86,105.52,104.79,105.48
2014-01-21,105.45,105.7399,105.4,105.56
2014-01-22,105.37,105.75,105.24,105.3
2014-01-23,105.88,107.09,105.88,106.79
2014-01-24,107.19,107.49,106.9897,107.48
2014-01-27,107.22,107.6,106.7,106.73
2014-01-28,106.91,106.99,106.55,106.99
2014-01-29,107.37,108.15,106.99,107.87
2014-01-30,107.47,107.665,107.11,107.56
2014-01-31,108.2,108.41,107.85,108.28
2014-02-03,107.7899,109.34,107.61,109.32
2014-02-04,108.52,108.67,107.97,108.16
2014-02-05,107.69,107.78,107.01,107.16
2014-02-06,106.97,107.02,106.52,106.7
2014-02-07,106.46,107.22,106.44,106.79
2014-02-10,106.61,107.12,106.57,107.09
2014-02-11,106.61,106.69,106.16,106.47
2014-02-12,106.17,106.2099,105.62,105.92
2014-02-13,106.59,106.73,106.2954,106.52
2014-02-14,106.57,106.64,106.27,106.58
2014-02-18,106.66,107.2,106.62,106.82
2014-02-19,107.18,107.18,106.3,106.37
2014-02-20,106.32,106.63,105.69,106.11
2014-02-21,105.95,106.68,105.95,106.67
2014-02-24,106.7,106.74,106.165,106.4
2014-02-25,106.91,107.36,106.89,107.35
2014-02-26,107.31,107.92,107.24,107.92
2014-02-27,108.28,108.56,108.1,108.51
2014-02-28,108.28,108.74,107.78,108.57
2014-03-03,108.88,109.18,108.64,109.03
2014-03-04,108.35,108.35,107.36,107.39
2014-03-05,107.34,107.78,107.2,107.62
2014-03-06,106.76,106.969,106.52,106.56
2014-03-07,105.64,106.17,105.6,105.89
2014-03-10,105.94,106.105,105.775,106.04
2014-03-11,105.98,106.34,105.7799,106.32
2014-03-12,106.92,107.26,106.78,107.06
2014-03-13,106.7,108.53,106.65,108.5
2014-03-14,108.97,108.98,108.32,108.52
2014-03-17,108.18,108.3,107.67,107.71
2014-03-18,107.68,108.1499,107.6,108.1
2014-03-19,107.92,107.98,106.81,107.26
2014-03-20,107.09,107.63,106.99,107.07
2014-03-21,107.41,108.32,107.37,108.23
2014-03-24,108.05,109.09,107.95,109
2014-03-25,108.41,108.82,108.17,108.59
2014-03-26,108.55,109.475,108.48,109.44
2014-03-27,109.64,110.39,109.42,109.99
2014-03-28,109.86,109.892,109.02,109.37
2014-03-31,108.74,111.07,108.34,109.1
2014-04-01,108.26,108.36,107.84,107.89
2014-04-02,107.39,107.55,107.17,107.27
2014-04-03,107.52,107.935,107.44,107.74
2014-04-04,107.87,108.69,107.8499,108.46
2014-04-07,108.62,109.29,108.6,109.11
2014-04-08,109.03,109.47,108.72,109.37
2014-04-09,108.88,109.35,108.64,108.83
2014-04-10,108.92,110.22,108.9,109.84
2014-04-11,110.54,110.79,110.13,110.73
2014-04-14,110.48,110.7,110.3,110.44
2014-04-15,110.61,111.51,110.35,111.13
2014-04-16,110.43,111.27,110.384,111.27
2014-04-17,111.37,111.45,109.7,110.05
2014-04-21,110.37,110.62,109.84,109.96
2014-04-22,109.66,110.49,109.61,110.33
2014-04-23,110.6,111.05,110.53,110.96
2014-04-24,110.45,111.21,110.45,111.17
2014-04-25,111.49,111.99,111.32,111.33
2014-04-28,111.11,111.28,110.55,110.79
2014-04-29,110.17,110.73,110.04,110.64
2014-04-30,110.72,111.26,110.38,111.1
2014-05-01,110.88,112.08,110.84,112.02
2014-05-02,111.54,113.1,111.3,112.71
2014-05-05,112.76,112.81,111.89,112.03
2014-05-06,112.11,112.7,112.04,112.48
2014-05-07,112.31,112.57,111.94,112.08
2014-05-08,112.34,112.76,111.46,111.6
2014-05-09,111.53,111.81,110.98,111.24
2014-05-12,111.01,111.13,110.54,110.79
2014-05-13,111.44,111.75,111.33,111.75
2014-05-14,112.63,113.23,112.56,112.96
2014-05-15,113.78,114.41,113.6,113.86
2014-05-16,113.61,114,113.42,113.54
2014-05-19,113.93,113.96,112.62,112.7
2014-05-20,112.6,113.48,112.59,112.95
2014-05-21,112.22,112.4,111.87,112.26
2014-05-22,112.26,112.4,111.79,112.1
2014-05-23,112.52,112.91,112.45,112.7
2014-05-27,112.85,113.4,112.4,113.36
2014-05-28,114.1,114.84,114.09,114.76
2014-05-29,114.87,115.19,114.13,114.15
2014-05-30,113.96,114.4,113.8095,114.1
2014-06-02,113.04,113.68,112.55,112.96
2014-06-03,112.41,112.54,111.51,111.57
2014-06-04,111.76,111.82,111.27,111.54
2014-06-05,111.13,111.97,111.015,111.59
2014-06-06,112.13,112.41,111.49,111.59
2014-06-09,111.45,111.64,111.2,111.43
2014-06-10,111.04,111.27,110.83,111.02
2014-06-11,111.26,111.54,110.85,111.22
2014-06-12,111.3,112.35,111,112.21
2014-06-13,111.57,112.62,111.53,112.15
2014-06-16,112.21,112.63,112.1,112.43
2014-06-17,112.07,112.09,111.48,111.54
2014-06-18,111.8,112.76,111.56,112.4
2014-06-19,112.51,112.56,110.74,110.96
2014-06-20,110.97,111.8,110.9,111.8
2014-06-23,112.08,112.18,111.41,111.45
2014-06-24,112.15,112.65,111.815,112.58
2014-06-25,113.1,113.36,112.685,112.87
2014-06-26,113.21,113.8,113.21,113.41
2014-06-27,113.68,113.82,113.17,113.24
2014-06-30,113.56,113.8,113.09,113.52
2014-07-01,112.5,112.74,112.2,112.28
2014-07-02,111.63,111.67,110.97,111.08
2014-07-03,110.38,110.86,110.34,110.68
2014-07-07,111.27,111.81,111.23,111.49
2014-07-08,112.24,112.86,112.24,112.74
2014-07-09,112.66,113.14,112.38,112.83
2014-07-10,113.54,113.66,112.82,112.86
2014-07-11,113.35,113.68,113.28,113.58
2014-07-14,113.28,113.41,112.93,113.09
2014-07-15,112.83,113.47,112.5034,112.86
2014-07-16,113,113.58,112.94,113.46
2014-07-17,114.23,115.05,113.94,114.89
2014-07-18,114.88,114.96,114.11,114.52
2014-07-21,115.01,115.63,115.01,115.09
2014-07-22,115.09,115.46,114.6501,115.33
2014-07-23,115.51,115.63,115.17,115.18
2014-07-24,114.52,114.58,114.25,114.32
2014-07-25,115.34,115.68,115.16,115.67
2014-07-28,115.59,115.9,115.12,115.51
2014-07-29,115.87,116.07,115.42,115.93
2014-07-30,115.15,115.38,114.17,114.32
2014-07-31,113.53,114.58,113.47,113.98
2014-08-01,113.58,114.87,113.05,114.56
2014-08-04,114.53,114.81,114.26,114.26
2014-08-05,114.07,114.8,113.68,114.63
2014-08-06,115.47,115.47,114.6,114.7
2014-08-07,114.84,115.77,114.57,115.77
2014-08-08,115.93,116.42,115.38,115.52
2014-08-11,115.65,115.82,115.29,115.51
2014-08-12,115.41,115.44,114.73,114.76
2014-08-13,114.87,115.52,114.78,115.51
2014-08-14,115.93,116.5,115.39,116.44
2014-08-15,116.71,118.36,116.69,117.71
2014-08-18,117.21,117.3,116.39,116.54
2014-08-19,117.08,117.15,115.98,116.18
2014-08-20,116.04,116.11,115.5701,115.99
2014-08-21,116.07,116.76,116.02,116.64
2014-08-22,116.74,117.43,116.21,117.29
2014-08-25,117.45,117.78,117.2099,117.73
2014-08-26,117.94,117.99,117.21,117.35
2014-08-27,117.7,118.409,117.4,118.35
2014-08-28,119.13,119.37,118.67,118.97
2014-08-29,118.92,119.43,118.75,119.05
2014-09-02,117.28,117.3799,116.7,116.73
2014-09-03,116.4,117.38,116.31,117.38
2014-09-04,116.62,116.88,115.93,115.95
2014-09-05,116.44,116.6,115.44,115.73
2014-09-08,116.41,116.63,115.45,115.78
2014-09-09,115.49,115.89,115.45,115.69
2014-09-10,114.97,115.12,114.79,114.96
2014-09-11,115.26,115.54,114.57,114.58
2014-09-12,113.69,113.92,113.22,113.38
2014-09-15,113.85,114.07,113.36,113.55
2014-09-16,113.61,113.86,113.08,113.09
2014-09-17,113.53,113.83,112.73,112.8
