,MDY.OPEN,MDY.HIGH,MDY.LOW,MDY.CLOSE
2007-03-08,151.45,152.17,150.98,151.77
2007-03-09,152.44,152.47,151.15,152.05
2007-03-12,152.04,152.74,151.5,152.51
2007-03-13,151.65,152.03,149.39,149.79
2007-03-14,149.66,150.43,147.61,150.43
2007-03-15,150.01,151.38,150.01,151.09
2007-03-16,150.51,150.84,149.39,149.73
2007-03-19,150.59,151.55,150.48,151.4
2007-03-20,151.07,152.69,150.95,152.49
2007-03-21,152.71,155.1,152.21,154.67
2007-03-22,155.32,155.48,154.4144,155.18
2007-03-23,155.45,155.82,155.13,155.6
2007-03-26,155.81,155.81,154.12,155.08
2007-03-27,155.11,155.16,154.25,154.99
2007-03-28,154.34,154.69,153.2,154.3
2007-03-29,154.98,155.07,153,153.82
2007-03-30,154.29,155.06,153.2,154.57
2007-04-02,154.64,155.03,153.96,154.85
2007-04-03,155.52,156.43,155.37,156.12
2007-04-04,155.97,156.38,155.55,156.3
2007-04-05,156.07,156.94,156,156.25
2007-04-09,156.89,157.17,156.38,156.95
2007-04-10,156.66,157.58,156.61,157.35
2007-04-11,157.3,157.3,155.93,156.41
2007-04-12,156.12,157.5,155.5,157.5
2007-04-13,157.66,157.95,156.91,157.95
2007-04-16,158.73,159.52,158.64,159.45
2007-04-17,159.76,159.81,158.95,159.44
2007-04-18,158.83,159.53,158.07,159
2007-04-19,157.97,159.13,157.53,158.66
2007-04-20,159.64,160.29,159.24,160.29
2007-04-23,159.91,160.64,159.54,160.32
2007-04-24,160.55,160.6,159.21,160.41
2007-04-25,160.85,161.75,160.09,161.19
2007-04-26,161.37,162.1,160.71,162.1
2007-04-27,161.25,161.65,160.78,161.17
2007-04-30,161.29,161.36,158.7,158.85
2007-05-01,159.19,159.58,157.71,159.27
2007-05-02,159.43,161.48,159.18,161.11
2007-05-03,161.39,161.86,160.93,161.38
2007-05-04,161.92,162.53,161.51,162.48
2007-05-07,162.32,162.75,162.07,162.17
2007-05-08,161.63,162.53,160.69,162.03
2007-05-09,161.89,163.83,161.73,163.27
2007-05-10,162.73,163.07,161.08,161.64
2007-05-11,161.81,162.78,161.48,162.52
2007-05-14,162.72,163.17,161.46,162.17
2007-05-15,162.05,163.15,161.29,161.57
2007-05-16,161.81,162.42,160.91,162.15
2007-05-17,162.15,163.2,161.62,162.22
2007-05-18,163,163.8,162.49,163.51
2007-05-21,163.42,165.24,163.3,164.72
2007-05-22,164.75,165.53,164.3,164.91
2007-05-23,165.25,166.14,164.43,164.9
2007-05-24,164.63,165.33,161.73,162.12
2007-05-25,162.64,163.32,162.36,163.3
2007-05-29,163.56,164.62,163.4,164.25
2007-05-30,163.15,166.07,162.83,165.92
2007-05-31,166.41,167.19,165.93,167
2007-06-01,167.26,168.1,167.02,167.65
2007-06-04,167.36,168.55,167.12,168.33
2007-06-05,168.08,168.2,166.82,167.81
2007-06-06,166.85,166.9,165.04,165.25
2007-06-07,164.92,165.19,161.55,161.55
2007-06-08,161.86,163.77,161.35,163.65
2007-06-11,163.3,164.37,162.75,163.86
2007-06-12,163.12,163.83,161.74,161.87
2007-06-13,162.53,163.99,162.23,163.83
2007-06-14,164.06,165.64,164.06,165.16
2007-06-15,166.18,166.5078,165.4,165.76
2007-06-18,166.08,166.1,164.83,165.1
2007-06-19,164.65,165.3,163.93,165.06
2007-06-20,165.34,165.7,163.1,163.1
2007-06-21,163.1,164.75,162.15,164.75
2007-06-22,164.08,164.25,160.96,163.53
2007-06-25,163.05,163.66,161.28,161.81
2007-06-26,162.6,162.64,160.25,160.49
2007-06-27,160.29,163.17,159.96,162.9
2007-06-28,163.1,164.22,162.84,163.11
2007-06-29,163.64,164.18,161.96,162.95
2007-07-02,163.6,164.97,163.33,164.97
2007-07-03,165.18,165.7,164.88,165.61
2007-07-05,165.64,165.92,164.51,165.46
2007-07-06,165.32,166.69,164.87,166.4
2007-07-09,166.93,167,165.77,166.5
2007-07-10,165.58,165.8,164.08,164.14
2007-07-11,164.18,165.58,163.63,165.57
2007-07-12,166,167.94,165.99,167.51
2007-07-13,167.54,168.45,167.2,168.09
2007-07-16,167.83,168.26,166.95,167.29
2007-07-17,167.52,168.45,167.4,167.64
2007-07-18,166.69,167.24,165.59,167.24
2007-07-19,167.99,168.21,167.46,167.65
2007-07-20,167.47,167.85,165.29,166.2
2007-07-23,166.98,166.99,165.45,165.45
2007-07-24,164.19,164.48,161.36,162.35
2007-07-25,163.06,163.45,160.19,161.45
2007-07-26,159.11,160.31,156.12,157.94
2007-07-27,157.65,159.19,154.7,155.25
2007-07-30,155.95,158.17,155.03,157.1
2007-07-31,158.43,159.52,154.94,155.3
2007-08-01,155.11,156.9,153.6,156.15
2007-08-02,156.68,157.8,155.93,157.57
2007-08-03,157.39,157.52,152.61,153.3
2007-08-06,153.78,154.88,150.98,154.24
2007-08-07,154.1,156.82,153.58,156
2007-08-08,157.03,160.31,156,158.38
2007-08-09,155.56,157.64,153.77,153.77
2007-08-10,152.58,156.12,151.27,154.45
2007-08-13,156.38,157.41,154.87,155.15
2007-08-14,155.51,155.98,152.2699,152.65
2007-08-15,152.07,153.96,148.75,149.91
2007-08-16,148.32,149.69,144.95,149.65
2007-08-17,152.95,154.92,149.9,152.71
2007-08-20,152.99,153.93,151.31,153
2007-08-21,153.09,154.0599,152.25,153.62
2007-08-22,155.15,156.057,154.51,155.51
2007-08-23,156.12,156.58,154.31,154.95
2007-08-24,154.7,157.57,154.67,157.52
2007-08-27,156.88,156.99,155.22,155.22
2007-08-28,154.67,154.87,151.76,152.35
2007-08-29,152.92,155.72,152.66,155.51
2007-08-30,154.16,156.11,153.96,154.75
2007-08-31,156.33,157.68,155.53,157.05
2007-09-04,156.64,159.73,156.49,158.6
2007-09-05,157.85,158.16,156.58,157.83
2007-09-06,157.72,158.61,156.64,158.31
2007-09-07,156.17,156.64,154.73,155.85
2007-09-10,156.35,156.46,152.61,154.34
2007-09-11,155,156.23,154.5,156.2
2007-09-12,155.76,157,155.48,157
2007-09-13,157.16,157.58,155.62,156.38
2007-09-14,154.91,157.33,154.9,157.1
2007-09-17,156.47,156.91,155.71,156.11
2007-09-18,156.74,160.59,155.96,160.4
2007-09-19,161.49,162.98,160.64,161.22
2007-09-20,161.23,161.41,159.7,160.25
2007-09-21,160.85,161.06,159.72,159.9
2007-09-24,160.15,160.5,158.64,159.4
2007-09-25,158.28,159.15,157.52,159.02
2007-09-26,159.74,160.46,159.18,159.94
2007-09-27,160.55,161.45,160.44,161.44
2007-09-28,161.49,162,160.26,160.85
2007-10-01,160.92,163.21,160.89,162.82
2007-10-02,163.13,164.07,162.84,163.28
2007-10-03,163.09,164.06,162.64,163.84
2007-10-04,164.19,164.25,163.11,163.29
2007-10-05,164.65,166.29,164.27,166.18
2007-10-08,165.88,166.7,164.81,165.07
2007-10-09,165.93,166.8,165.11,166.75
2007-10-10,166.35,166.85,165.45,166.41
2007-10-11,167.34,167.95,164.45,165.59
2007-10-12,165.79,166.45,165.4,165.9
2007-10-15,166.06,166.18,163.61,165.15
2007-10-16,164.59,164.74,162.92,163.02
2007-10-17,164.2,164.68,161.6,163.49
2007-10-18,162.74,164.21,162.01,163.82
2007-10-19,163.42,163.55,158.93,158.93
2007-10-22,158.12,161.16,157.72,160.51
2007-10-23,161.5,161.95,160.19,161.53
2007-10-24,160.87,162,158.82,161.65
2007-10-25,161.62,162.13,159.25,161.6
2007-10-26,163.09,163.28,161.19,162.96
2007-10-29,163.36,163.71,162.5,163.4
2007-10-30,162.7,163.28,161.89,162.13
2007-10-31,163.03,165.28,162.5,164.99
2007-11-01,163.48,163.51,161.09,161.18
2007-11-02,162.21,162.21,159.77,161.25
2007-11-05,159.4,160.75,158.87,159.42
2007-11-06,160.36,162.04,159.32,161.83
2007-11-07,160.22,160.93,158.07,158.71
2007-11-08,159.17,159.46,155.55,158.51
2007-11-09,156.98,158.33,155.72,156.33
2007-11-12,156.46,157.59,153.57,153.61
2007-11-13,155.21,157.92,155.21,157.52
2007-11-14,158.64,159.2,156.82,157.61
2007-11-15,156.77,157.09,154.3,155.08
2007-11-16,155.87,155.9,153.36,154.48
2007-11-19,153.88,154.13,151.66,152.12
2007-11-20,152.03,153.79,149.91,152.5
2007-11-21,151.42,151.68,149.27,149.56
2007-11-23,150.94,152.56,150.51,151.74
2007-11-26,151.82,153.03,148.94,149.15
2007-11-27,150.26,151.42,149.23,150.71
2007-11-28,152.39,155.88,152.26,155.24
2007-11-29,154.66,156.05,154.45,155.02
2007-11-30,157.17,157.8,155.5,156.86
2007-12-03,156.4,157.28,155.74,156.05
2007-12-04,154.75,156.12,154.39,155.45
2007-12-05,157.41,158.21,156.51,157.84
2007-12-06,157.64,161.03,157.61,160.64
2007-12-07,161.47,161.61,160.566,161.2
2007-12-10,161.64,162.8,161.14,162.6
2007-12-11,162.83,162.95,157.5,157.64
2007-12-12,161.51,161.51,156.71,158.52
2007-12-13,157.52,158.46,156.36,158.05
2007-12-14,156.94,157.86,155.36,155.36
2007-12-17,155.22,155.37,153.02,153.23
2007-12-18,154.51,154.57,151.93,153.8
2007-12-19,153.96,154.98,153.3,154.3
2007-12-20,155.28,156.66,153.53,156.62
2007-12-21,157.78,158.12,156.75,157.89
2007-12-24,158.89,159.65,158.17,159.42
2007-12-26,158.88,159.53,158.46,159.32
2007-12-27,158.72,159.04,156.64,156.82
2007-12-28,157.97,158.04,156.21,156.51
2007-12-31,156.41,156.76,154.92,155.1
2008-01-02,155.49,156.08,153.13,154.05
2008-01-03,154.05,154.79,152.51,152.92
2008-01-04,151.09,151.23,148.1,148.65
2008-01-07,149.06,149.48,146.59,147.74
2008-01-08,148.31,149.57,144.16,144.29
2008-01-09,144.6,145.65,141.78,145.1
2008-01-10,144.12,148.9,143.6,146.2
2008-01-11,145.68,146.34,144.07,144.53
2008-01-14,145.81,146.42,144.629,145.91
2008-01-15,144.38,144.64,142.37,142.6
2008-01-16,142.05,143.9,140.51,141.98
2008-01-17,142.43,143.14,137.87,137.87
2008-01-18,138.78,139.91,135.83,136.7
2008-01-22,131.82,138.09,130.12,136.38
2008-01-23,133.53,140.12,132.79,139.96
2008-01-24,140.61,142.16,139.67,141.06
2008-01-25,142.63,143.27,139.61,139.97
2008-01-28,139.83,143.76,138.72,143.49
2008-01-29,144.16,144.67,142.58,144.41
2008-01-30,143.68,146.59,142.22,142.22
2008-01-31,140.84,146.98,140.6,145.79
2008-02-01,146.27,149.91,145.7,149.67
2008-02-04,149.36,149.6,148,148.05
2008-02-05,146.14,147.29,144.2,144.75
2008-02-06,145.02,145.75,142.41,143.07
2008-02-07,142,144.96,141.26,144.64
2008-02-08,143.97,145.48,142.96,144.14
2008-02-11,144.42,145.59,142.91,145
2008-02-12,145.96,147.01,144.38,145.63
2008-02-13,144.38,147.4,145.77,147.02
2008-02-14,147.52,147.55,144.7,144.7
2008-02-15,144.15,144.85,142.96,144.56
2008-02-19,146.18,146.6,144.29,145.53
2008-02-20,144.02,147.08,143.67,146.83
2008-02-21,147.66,148.23,144.65,145.15
2008-02-22,145.22,145.96,143.04,145.45
2008-02-25,145.64,148.96,145.04,148.93
2008-02-26,148.24,150.99,148.08,149.89
2008-02-27,149,150.99,148.4801,149.33
2008-02-28,148.5,149.02,147.2,147.63
2008-02-29,146.37,146.3899,142.92,144.25
2008-03-03,143.36,144.29,142.05,143.55
2008-03-04,142.31,143.43,140.75,142.7
2008-03-05,143.4,144.79,142.39,143.8
2008-03-06,142.96,143.28,139.42,139.85
2008-03-07,138.46,140.55,137.16,138.4
2008-03-10,138.59,138.59,135.52,136.14
2008-03-11,138.87,140.59,136.53,140.45
2008-03-12,140.28,141.78,139.22,139.6
2008-03-13,137.84,141.49,136.67,141.06
2008-03-14,142.13,142.13,137.06,139
2008-03-17,135.57,137.61,134.24,135.58
2008-03-18,138.18,141.45,137.55,141.24
2008-03-19,141.72,142.47,137.04,137.1
2008-03-20,137.36,139.94,136.11,138.97
2008-03-24,139.9,144.05,139.9,143.18
2008-03-25,143.1,144.8,142.47,144.03
2008-03-26,143.74,144,142.3,142.3
2008-03-27,143.15,143.82,141.37,141.37
2008-03-28,141.69,142.29,139.97,140.74
2008-03-31,140.23,141.9,139.79,141.16
2008-04-01,142.93,146.31,142.68,146.16
2008-04-02,146.24,147.94,145.72,146.82
2008-04-03,146.05,147.84,146.02,147.65
2008-04-04,147.4282,149.3,147.05,147.92
2008-04-07,148.89,149.89,147.85,148.1
2008-04-08,147.35,148.96,147.19,148.8
2008-04-09,148.61,148.84,145.69,146.39
2008-04-10,146.16,148.29,145.7,147.91
2008-04-11,146.36,146.99,144.92,145.3
2008-04-14,145.24,145.87,144.59,145.15
2008-04-15,145.8,145.99,144.35,145.66
2008-04-16,146.67,150.22,146.67,150.22
2008-04-17,149.36,149.85,148.38,149.59
2008-04-18,151.64,152.3,150.7,150.7
2008-04-21,150.54,151.89,150.51,151.59
2008-04-22,150.99,151.04,148.7,150
2008-04-23,150.04,150.82,149.11,149.68
2008-04-24,149.96,151.98,148.44,150.3
2008-04-25,151.59,153.41,150.86,153.39
2008-04-28,153.44,154.27,152.46,153.58
2008-04-29,153.45,153.5,151.96,152.71
2008-04-30,152.97,154.49,152.06,152.34
2008-05-01,152.3,154.54,151.77,154.48
2008-05-02,155.55,156.16,154.04,154.75
2008-05-05,154.18,154.94,153.71,154.3
2008-05-06,153.76,156.13,153.43,155.89
2008-05-07,155.94,156.48,153.76,154.4
2008-05-08,154.42,155.27,153.79,154.37
2008-05-09,154.17,155.46,153.74,155.02
2008-05-12,155.35,157,154.47,156.83
2008-05-13,157.14,158.15,156.4,158.15
2008-05-14,158.66,159.84,158.19,158.26
2008-05-15,158.56,160.36,158.04,160.36
2008-05-16,161,161.12,159.31,160.61
2008-05-19,160.85,162.05,159.65,160.7
2008-05-20,160.01,160.45,158.94,160.45
2008-05-21,160.15,161.2,157.42,157.87
2008-05-22,157.71,158.71,157.48,157.9
2008-05-23,157.43,157.68,155.22,155.77
2008-05-27,156.44,157.65,156.01,157.05
2008-05-28,157.95,158.99,157,158.99
2008-05-29,158.53,160.36,158.52,159.08
2008-05-30,159.39,160.62,159.26,160.62
2008-06-02,160.04,160.19,158.04,159.02
2008-06-03,159.48,160.63,157.71,159.4
2008-06-04,158.68,161.02,158.65,159.55
2008-06-05,160.23,163.34,160.11,163.33
2008-06-06,162.19,162.27,158.59,158.66
2008-06-09,159.13,160.05,157.46,158.75
2008-06-10,157.87,158.58,156.86,157.5
2008-06-11,157.71,158.09,155,155.07
2008-06-12,155.75,156.95,154.46,155.45
2008-06-13,156.12,157.83,155.76,157.6
2008-06-16,156.92,158.94,156.89,158.38
2008-06-17,159.28,159.71,158.61,158.9
2008-06-18,158.11,158.37,156.62,157.53
2008-06-19,157.71,158.58,156.94,158.1
2008-06-20,156.84,157.17,154.78,155.15
2008-06-23,155.77,156.44,154.61,154.61
2008-06-24,154.4,155.01,152.65,153
2008-06-25,153.67,155.21,153.25,153.81
2008-06-26,152.67,152.79,149.69,150
2008-06-27,149.88,150.54,148.72,149.13
2008-06-30,149.3,150.33,148.56,148.8
2008-07-01,147.08,149.1,146.05,148.75
2008-07-02,149.01,149.69,144.25,144.3
2008-07-03,144.78,144.8099,142.02,142.9
2008-07-07,143.89,144.48,140.32,141.67
2008-07-08,141.75,145.28,139.83,145
2008-07-09,145.19,146.38,142.6,143.15
2008-07-10,143.1,144.41,141.7,143.96
2008-07-11,142.58,144.73,140.7,142.61
2008-07-14,144.06,144.56,140.99,141.45
2008-07-15,140.36,142.59,137.78,140.15
2008-07-16,140.77,143.8,139.29,143.45
2008-07-17,144.6,146.01,143.46,144.95
2008-07-18,146.26,146.26,144.51,144.9
2008-07-21,145.89,146.69,145.09,146.5
2008-07-22,145.48,148.26,144.94,147.99
2008-07-23,147.85,149.99,147.58,148.55
2008-07-24,148.4,148.49,143.52,144.3
2008-07-25,144.86,145.367,143.78,144.31
2008-07-28,144.38,145.19,142.6,143
2008-07-29,143.16,145.99,143.15,145.96
2008-07-30,146.54,148.27,145.52,148.27
2008-07-31,146.86,148.04,145.62,146.09
2008-08-01,146.17,146.7,144.45,145.63
2008-08-04,145.7,145.8,142.59,142.9
2008-08-05,143.99,146.09,143.22,145.91
2008-08-06,145.51,147.3277,145.1,147.14
2008-08-07,146.05,146.82,144.44,145.04
2008-08-08,144.74,148.03,144.53,147.75
2008-08-11,147.76,150.1,147.41,149.45
2008-08-12,148.89,149.06,147.42,148.25
2008-08-13,147.69,148.9,146.55,148.4
2008-08-14,147.64,149.74,147.54,149.54
2008-08-15,150.27,150.64,148.85,149.9
2008-08-18,150.12,150.19,146.96,147.85
2008-08-19,146.91,147.46,145.47,146.32
2008-08-20,146.81,147.11,145.47,146.9
2008-08-21,145.83,147.27,145.48,146.53
2008-08-22,147.54,148.36,146.9,148.1
2008-08-25,147.49,148.1,144.65,145.43
2008-08-26,145.5,146.28,144.66,146.28
2008-08-27,146.19,148.16,145.935,147.7
2008-08-28,148.46,150.15,148.07,149.73
2008-08-29,149.39,149.86,147.88,148.2
2008-09-02,149.82,150.57,146.11,146.83
2008-09-03,146.53,147.37,145.02,145.98
2008-09-04,145.05,145.52,141.67,142.4
2008-09-05,141.37,143.28,139.31,142.4
2008-09-08,146.6,147.76,142.92,144.87
2008-09-09,144.67,144.8573,138.99,139.55
2008-09-10,140.16,142.1,138.67,141.45
2008-09-11,139.69,142.62,137.9,142.4
2008-09-12,141.1,144.77,140.69,144.77
2008-09-15,139.6,141.95,137.42,137.75
2008-09-16,134.99,141.13,134.25,141.13
2008-09-17,138.47,139.01,133.85,134.63
2008-09-18,136.03,148.19,131.6,140.7
2008-09-19,148.48,151.2399,143.06,145
2008-09-22,145.5,145.81,139.25,140.55
2008-09-23,139.53,140.734,136.91,137.55
2008-09-24,138,138.25,135.9,136.7
2008-09-25,136.9,138.55,136.1757,137.79
2008-09-26,135.33,136.98,134.62,136.7
2008-09-29,134.6,134.94,125.79,127
2008-09-30,129.33,132.46,127.15,131.8
2008-10-01,130.87,131.85,128.98,131.85
2008-10-02,130,130.2,123,124
2008-10-03,124.51,126.72,119.68,119.94
2008-10-06,117.28,117.56,108.96,114.5
2008-10-07,116.65,116.92,107.72,108.4
2008-10-08,105.2,111.07,104.51,107.5
2008-10-09,109.52,110.19,98.35,98.35
2008-10-10,95.44,102.25,91.93,100
2008-10-13,104.09,112,102.99,112
2008-10-14,114.32,114.76,104.93,108.7
2008-10-15,106.61,107.06,95.76,96.03
2008-10-16,98.3,101.68,92.58,101.67
2008-10-17,97.43,105.41,97.33,100.13
2008-10-20,102.22,105.56,100.9,105.25
2008-10-21,103.76,105.47,102.17,102.65
2008-10-22,99.51,100.27,94.16,98.13
2008-10-23,97.18,97.69,89.66,93.38
2008-10-24,85.72,93.06,85.27,89.3
2008-10-27,89.24,92.05,85.9,86.08
2008-10-28,89.34,95.78,86,95.2
2008-10-29,94.69,99.88,93.62,95.4
2008-10-30,98.93,101.88,97.11,101.88
2008-10-31,100.65,104.52,98.89,103.4
2008-11-03,103.11,104.5,102.54,103.79
2008-11-04,105.14,106.24,103.73,105.6
2008-11-05,104.09,105.6,100.25,100.9
2008-11-06,99.71,100.68,95.65,95.65
2008-11-07,96.84,99.7,95.64,99.7
2008-11-10,100.71,100.81,94.93,96.1
2008-11-11,94.6,95.93,92.16,92.58
2008-11-12,91.84,92.58,88.42,88.45
2008-11-13,89.13,96.75,85.13,96.64
2008-11-14,94.28,95.49,89.31,89.31
2008-11-17,89.68,92.15,88.7,89.3
2008-11-18,89.5,91,85.7,91
2008-11-19,89.1,89.74,82.31,82.75
2008-11-20,81.5,82.77,74.51,76.2
2008-11-21,77.72,80.7,74.07,79.5
2008-11-24,81.14,87.5,81.04,86
2008-11-25,87.28,88.34,84.89,86.93
2008-11-26,86.13,93.05,86.05,92.5
2008-11-28,92.08,93.79,91.42,93.59
2008-12-01,90.94,91.4,83.36,83.99
2008-12-02,85.42,87.76,84.02,87.7
2008-12-03,85.92,90,85.28,89.4
2008-12-04,88.19,91.01,84.98,86.96
2008-12-05,85.5,90.9,83.57,90.54
2008-12-08,93.11,94.96,92.06,94.88
2008-12-09,93.58,96.16,91.31,92.08
2008-12-10,92.79,95.14,92.27,94.48
2008-12-11,93.34,95.26,89.09,90.05
2008-12-12,87.36,93.29,87.164,92.69
2008-12-15,93.01,93.66,88.8078,90.27
2008-12-16,91.98,95.96,91.42,95.96
2008-12-17,94.72,98.21,93.85,96.6
2008-12-18,96.77,97.15,93.33,95.52
2008-12-19,95.61,96.49,94.01,94.81
2008-12-22,94.84,94.89,90.53,93.09
2008-12-23,93.51,93.95,91.31,91.64
2008-12-24,91.8,92.37,90.86,92.27
2008-12-26,92.81,93.51,92.04,93.4
2008-12-29,93.32,93.73,91.04,92.36
2008-12-30,92.9,95.33,92.7,95.33
2008-12-31,95.15,98.37,95,97.16
2009-01-02,97.78,100.61,96.5,99.79
2009-01-05,99.93,100.8,98.18,100.2
2009-01-06,100.75,102.46,100.09,101.54
2009-01-07,99.58,100.23,97.5,98.43
2009-01-08,97.89,99.2,97.201,98.92
2009-01-09,99.13,99.32,95.61,96.25
2009-01-12,96.25,96.57,92.9,93.66
2009-01-13,93.29,95.19,92.82,94.66
2009-01-14,92.99,93.22,90.5,91.03
2009-01-15,91.05,93.63,88.18,92.29
2009-01-16,94.25,94.74,91.1,93.85
2009-01-20,93.04,93.37,88.19,88.22
2009-01-21,89.81,92.5,87.91,92.3
2009-01-22,90.53,92.257,88.56,90
2009-01-23,88.02,92.22,87.64,91.01
2009-01-26,91.12,93.591,90.22,91.57
2009-01-27,92.23,93.32,91.32,92.9
2009-01-28,94.7,96.76,94.43,96.49
2009-01-29,95.13,95.185,92.77,93.28
2009-01-30,93.85,94.15,89.99,90.69
2009-02-02,89.21,91.4,88.98,90.79
2009-02-03,91.25,92.24,89.97,91.67
2009-02-04,91.72,93.45,90.84,91.64
2009-02-05,90.77,93.73,90.02,92.84
2009-02-06,92.9,96.7,92.7,96.54
2009-02-09,96.28,97.19,95.25,96.19
2009-02-10,95.58,96.68,91.46,92.19
2009-02-11,92.38,93.24,90.65,92.12
2009-02-12,90.51,92.88,89.51,92.88
2009-02-13,92.82,93.68,91.55,91.92
2009-02-17,88.48,89.47,87.68,87.89
2009-02-18,88.57,88.78,86.16,87
2009-02-19,87.98,88.47,85.45,85.64
2009-02-20,84.07,85.92,82.66,84.91
2009-02-23,85.62,85.71,81.43,81.51
2009-02-24,82.26,85.48,81.75,84.95
2009-02-25,84.54,85.72,82.5,83.97
2009-02-26,84.98,85.28,82.17,82.75
2009-02-27,81.08,83.89,80.67,82.12
2009-03-02,80.13,80.4,76.79,77.01
2009-03-03,78.1,78.21,75.74,76.41
2009-03-04,77.53,80,77,78.59
2009-03-05,76.85,77.81,74.55,74.94
2009-03-06,75.64,76.32,72.55,74.43
2009-03-09,73.51,75.78,73.38,73.63
2009-03-10,75.61,78.91,75.23,78.74
2009-03-11,79.36,80.56,78.24,79.12
2009-03-12,79.11,83.17,77.98,82.67
2009-03-13,83.59,83.66,81.88,83.14
2009-03-16,84.12,84.62,81.93,82.02
2009-03-17,82.11,85.08,81.35,85.03
2009-03-18,84.76,88.39,83.62,87.82
2009-03-19,88.76,88.91,86.84,87.12
2009-03-20,87.53,87.61,83.89,84.25
2009-03-23,86.78,90.65,85.86,90.6
2009-03-24,89.1,90.39,88.18,88.76
2009-03-25,89.16,91.13,86.4,89.36
2009-03-26,90.59,92.95,89.98,92.91
2009-03-27,91.59,91.99,90.44,90.64
2009-03-30,88.49,88.63,86.62,87.66
2009-03-31,88.52,90.4,87.64,88.59
2009-04-01,87.02,90.07,86.52,89.8
2009-04-02,92.37,94.89,92.01,93.61
2009-04-03,93.55,95.36,92.79,95.28
2009-04-06,94.45,94.66,92.65,94.15
2009-04-07,92.73,92.97,90.97,91.09
2009-04-08,91.72,92.71,90.89,92.51
2009-04-09,94.76,97.45,94.41,97.38
2009-04-13,96.46,97.96,95.24,97.3
2009-04-14,95.98,97.37,94.83,94.93
2009-04-15,94.36,96.33,94,96.04
2009-04-16,97.08,99.53,95.85,98.61
2009-04-17,98.99,100.54,98.09,99.81
2009-04-20,97.79,98.1,94.62,94.88
2009-04-21,94.06,97.51,93.9,97.34
2009-04-22,96.07,100.21,95.85,97.6
2009-04-23,98.12,98.19,95.61,97.41
2009-04-24,98.42,100.81,97.54,99.76
2009-04-27,98.46,100.59,98.19,98.92
2009-04-28,98.02,100.7491,97.47,99.23
2009-04-29,100.44,103.11,99.92,101.88
2009-04-30,103.47,104.51,101.59,101.68
2009-05-01,101.23,102.6,100.69,101.56
2009-05-04,102.73,105.82,102.28,105.74
2009-05-05,105.29,105.83,103.84,105.03
2009-05-06,106.34,106.59,103.72,105.827
2009-05-07,107.17,107.36,102.58,103.23
2009-05-08,104.68,106.84,103.92,106.41
2009-05-11,104.72,105.53,103.71,104.35
2009-05-12,104.95,105.58,101.47,103.19
2009-05-13,101.57,101.74,98.66,98.84
2009-05-14,98.99,101.35,98.49,100.19
2009-05-15,99.92,101.15,98.76,99.42
2009-05-18,100.38,103.27,100.05,102.96
2009-05-19,102.86,104.52,102.203,103.4
2009-05-20,104.3,106.04,102.48,102.57
2009-05-21,101.32,101.96,99.7,101.07
2009-05-22,101.46,101.78,99.99,100.2
2009-05-26,99.27,104.35,99.19,104.11
2009-05-27,103.7,104.98,102.28,102.51
2009-05-28,103.29,103.78,100.87,102.98
2009-05-29,103.41,104.97,102.99,104.67
2009-06-01,106.72,109.15,106.35,108.59
2009-06-02,108.16,109.62,107.71,109.15
2009-06-03,108.1,108.37,106.27,107.33
2009-06-04,107.93,108.84,106.71,108.81
2009-06-05,109.84,110.016,107.49,108.57
2009-06-08,107.77,108.76,106.39,107.83
2009-06-09,108.34,109.59,107.97,108.78
2009-06-10,109.93,109.97,106.93,108.53
2009-06-11,108.7,110.17,108.7,108.81
2009-06-12,108.26,108.81,107.16,108.73
2009-06-15,107.49,107.52,105.11,106.11
2009-06-16,106.87,107.08,103.902,104.27
2009-06-17,104.22,105.34,102.95,104.2
2009-06-18,104.28,105.21,103.32,104.94
2009-06-19,105.69,106,104.23,104.67
2009-06-22,103.88,103.93,101.09,101.09
2009-06-23,101.58,101.94,100.05,100.65
2009-06-24,101.36,102.97,101.23,102
2009-06-25,101.39,104.69,101.34,104.61
2009-06-26,103.93,105.28,103.64,104.61
2009-06-29,105.05,105.9,103.8,105.59
2009-06-30,105.52,106.08,104.09,105.2
2009-07-01,105.75,107.11,105.75,106.07
2009-07-02,104.48,104.55,102.78,103.06
2009-07-06,102.08,102.49,100.65,102.15
2009-07-07,102.11,102.12,99.66,99.68
2009-07-08,100.22,100.47,97.9,99.39
2009-07-09,99.93,100.3,98.91,99.52
2009-07-10,98.84,100.14,98.3449,99.39
2009-07-13,99.79,101.89,98.1049,101.85
2009-07-14,101.81,102.73,101.19,102.6
2009-07-15,104.34,106.05,104.01,105.74
2009-07-16,105.5,107.75,105.34,107.27
2009-07-17,107.43,107.5,106.47,106.9
2009-07-20,107.89,108.78,107.52,108.49
2009-07-21,109.51,109.61,107.2,108.7
2009-07-22,108.19,109.8,108,109.24
2009-07-23,109.2,112.69,109.02,112.16
2009-07-24,111.56,113.13,111.05,113.01
2009-07-27,112.86,113.6147,112.15,113.49
2009-07-28,112.89,113.88,112.03,113.29
2009-07-29,112.68,113.18,111.97,112.48
2009-07-30,113.98,115.17,113.51,113.95
2009-07-31,113.72,115.06,113.65,113.96
2009-08-03,115.15,116.51,114.45,116.48
2009-08-04,115.91,117.78,115.7,117.5
2009-08-05,117.61,117.63,115.84,117.02
2009-08-06,117.49,117.94,115.7,116.07
