,RWR.OPEN,RWR.HIGH,RWR.LOW,RWR.CLOSE
2007-05-21,85.01,86.63,85.01,85.5
2007-05-22,85.8,87.1999,85.6412,86.75
2007-05-23,87.06,87.55,85.89,85.89
2007-05-24,85.93,85.93,83.5,84.47
2007-05-25,85.11,86.17,84.66,85.26
2007-05-29,86.55,88.5,85.85,88.21
2007-05-30,88.5,90.85,88.15,90.85
2007-05-31,91.1,91.35,89.83,90.35
2007-06-01,90.7,91,89.86,90.39
2007-06-04,89.73,91.33,89.73,90.91
2007-06-05,90.58,90.63,89.3,89.31
2007-06-06,89,89.489,88.28,88.7
2007-06-07,88.56,88.56,85.85,85.85
2007-06-08,85.88,87.1599,85.42,87.15
2007-06-11,87,87,85.6401,85.78
2007-06-12,85.52,85.52,84.18,84.3499
2007-06-13,84.43,86.3,84.43,86.24
2007-06-14,86.32,86.4,85.07,85.24
2007-06-15,85.02,85.6,84.811,84.9
2007-06-18,85,85.3,83.63,83.69
2007-06-19,83.72,83.85,82.75,83.81
2007-06-20,83.9,83.9,81.8,81.9282
2007-06-21,81.64,82.4,80.3,81.5
2007-06-22,81.5,81.69,80.75,81.45
2007-06-25,81.2,81.47,79.73,80.06
2007-06-26,80.14,80.67,79.56,79.82
2007-06-27,79.74,82.0999,78.95,82.05
2007-06-28,81.46,82.67,81.25,81.37
2007-06-29,81.37,82.5,80.429,81.15
2007-07-02,81.2,82.93,81.2,82.89
2007-07-03,82.85,83.33,81.92,82.58
2007-07-05,83.4,84.966,83.36,84.15
2007-07-06,84.15,84.35,83.2,83.85
2007-07-09,83.96,83.96,83.21,83.8
2007-07-10,83.11,83.25,81.59,81.6
2007-07-11,81.55,81.55,80.5,81.4
2007-07-12,81.39,82.54,81.29,82.52
2007-07-13,82.5,83.486,82.21,83.37
2007-07-16,83.39,84.4152,83.05,83.06
2007-07-17,83.37,83.4514,82.36,82.53
2007-07-18,81.89,82.27,80.8,82.15
2007-07-19,82.51,83.1,82.47,82.61
2007-07-20,82.63,82.63,80.588,80.96
2007-07-23,81.68,81.79,79.75,79.75
2007-07-24,79.02,80.04,77.8934,78.28
2007-07-25,78.8,79.33,76.68,77.76
2007-07-26,77.2,77.2,74.66,75.8
2007-07-27,75.59,76.54,73.36,73.36
2007-07-30,74.6,74.95,73.4056,74.53
2007-07-31,75.27,76.59,74.27,74.49
2007-08-01,74.2,75.46,72.63,75.22
2007-08-02,75.67,77.5,74,76.01
2007-08-03,75.87,76.01,73.75,74
2007-08-06,74.05,75.8,72.54,75.8
2007-08-07,74.85,77.15,74.62,76.09
2007-08-08,76.5,79.6699,76.4,79.21
2007-08-09,77.6,79.86,75.88,78.87
2007-08-10,77.05,78.44,76,76.2
2007-08-13,77.26,77.26,75.87,76
2007-08-14,75.98,75.98,73.45,73.45
2007-08-15,73.5,75.45,72.42,72.53
2007-08-16,71.82,75.04,71.533,75.04
2007-08-17,78.54,78.64,75.4,76.5265
2007-08-20,76.7,78.3,76.36,78.06
2007-08-21,77.8,79.23,77.5,79.23
2007-08-22,79.7,80.0399,78.69,79.29
2007-08-23,79.47,79.76,78.04,78.5
2007-08-24,78.55,78.6,77.52,78.14
2007-08-27,78.1,78.32,76.99,76.99
2007-08-28,76.7,76.7,74.74,74.83
2007-08-29,74.75,76.64,74.75,76.64
2007-08-30,75.87,77.53,75,77.18
2007-08-31,77.8,79.74,77.77,78.7
2007-09-04,78.76,80.64,78.42,79.78
2007-09-05,79.1,79.1,77.89,78.17
2007-09-06,78.3,78.73,77.35,78.59
2007-09-07,77.8,77.8,76.52,76.94
2007-09-10,77.4,77.4,75.378,76.34
2007-09-11,76.45,77.16,76.4,77.12
2007-09-12,76.8,77.47,76.5355,77.02
2007-09-13,77.53,78.9424,77.25,78.43
2007-09-14,77.56,78.81,77.45,78.81
2007-09-17,78.5,78.82,77.87,78.25
2007-09-18,78.78,81,78.56,80.88
2007-09-19,81.51,83.04,81.51,82.45
2007-09-20,82.59,82.59,80.83,80.91
2007-09-21,80.61,80.7901,79.83,79.83
2007-09-24,80.66,81.62,80.4,81.5399
2007-09-25,81.02,81.02,79.95,80.25
2007-09-26,80.4,80.85,80.07,80.65
2007-09-27,81.02,81.38,80.7501,81.28
2007-09-28,81.31,81.31,80.5,81.21
2007-10-01,81.06,82.65,81.06,82.65
2007-10-02,82.95,84.1,82.81,84.1
2007-10-03,84.2,84.2,83.43,83.9025
2007-10-04,84.37,84.49,83.32,84.49
2007-10-05,85.01,86.37,84.38,86.34
2007-10-08,85.51,85.67,85.01,85.15
2007-10-09,85.17,85.82,84.4,85.77
2007-10-10,85.74,86.1536,85.1,85.95
2007-10-11,86.4,86.54,84.88,85.23
2007-10-12,85.43,85.5499,84.42,84.5201
2007-10-15,84.81,84.98,82.44,83.04
2007-10-16,82.41,82.41,81.47,81.69
2007-10-17,81.48,82.34,79.63,81.42
2007-10-18,80.73,82.27,79.99,81.52
2007-10-19,81.18,81.24,78.4,78.4
2007-10-22,77.57,79.81,77.57,79.54
2007-10-23,80.87,80.87,79.43,80.38
2007-10-24,80.07,80.3,78.3546,80.3
2007-10-25,80.56,80.77,78.94,80.34
2007-10-26,80.85,81.2736,79.6,80.58
2007-10-29,80.8,81.03,79.65,80.05
2007-10-30,80.08,81.09,80.08,80.55
2007-10-31,81.5,81.96,79.55,81.96
2007-11-01,80.2,80.47,78.71,78.94
2007-11-02,78.84,78.84,76.1401,77.27
2007-11-05,75.87,77.17,75.76,76.38
2007-11-06,77.31,77.31,75.41,76.99
2007-11-07,76.77,76.77,74.56,74.74
2007-11-08,77.75,77.75,73.5654,75
2007-11-09,74.9,75.3,73.16,74.55
2007-11-12,74.33,76.17,74.2464,74.83
2007-11-13,75.79,77.65,75.7,77.53
2007-11-14,77.9,78.7,76.14,76.33
2007-11-15,76.13,76.59,74.76,75.7501
2007-11-16,75.8,76.15,74,74.7
2007-11-19,74.22,74.22,72.8007,72.9
2007-11-20,72.98,74.13,70.0901,72.7
2007-11-21,71.4,71.59,69.81,71.27
2007-11-23,72.11,72.83,71.57,72.5
2007-11-26,71.92,72.5,68.65,68.65
2007-11-27,69.64,70.16,68.51,70.12
2007-11-28,71.17,73.13,71.17,72.99
2007-11-29,73.29,73.4,71.52,73.07
2007-11-30,74.27,74.892,73.34,74.06
2007-12-03,73.54,74.45,72.71,73.392
2007-12-04,73,73,71.52,71.52
2007-12-05,72.22,73.96,71,73.826
2007-12-06,73.23,76.32,73.23,76.27
2007-12-07,76.61,77.2,75.9208,76.03
2007-12-10,76.55,77.67,75.67,77.67
2007-12-11,77.61,78.32,73.33,73.41
2007-12-12,75.61,76.36,72.43,73.5
2007-12-13,72.67,73.04,71.27,72.36
2007-12-14,71.22,73.0412,70.24,70.24
2007-12-17,69.58,69.75,68.18,68.18
2007-12-18,68.72,69.6,67.17,68.94
2007-12-19,69.03,69.92,68.56,69.91
2007-12-20,70.09,70.81,68.98,69.89
2007-12-21,70,70.21,69.41,70.05
2007-12-24,70.88,72.74,70.733,72.74
2007-12-26,71.79,72.47,71.1,71.51
2007-12-27,71.01,71.24,69.42,69.85
2007-12-28,70.44,73.47,68.3201,69.3
2007-12-31,68.9,69.54,68.2,69.3
2008-01-02,68.71,69.9,68.06,68.88
2008-01-03,68.55,69.3,66.36,66.86
2008-01-04,65.81,65.81,63.95,64.04
2008-01-07,64.4,65.26,62.96,64.47
2008-01-08,65.31,66.51,62.22,62.37
2008-01-09,62.25,63.5,60.1,63.5
2008-01-10,62.53,65.6,61.72,64.29
2008-01-11,63.51,65.45,62.83,64.51
2008-01-14,64.63,65.55,62.63,64.339
2008-01-15,62.92,63.39,62.14,62.51
2008-01-16,62.45,64.56,62.26,63.55
2008-01-17,63.83,64.222,62.58,62.77
2008-01-18,63.51,63.82,60.91,62.03
2008-01-22,58.36,64.67,58.36,64.09
2008-01-23,61.89,70,61.33,70
2008-01-24,69.71,69.71,67.17,68.19
2008-01-25,68.42,69.38,66.74,67.37
2008-01-28,66.93,69.72,66.48,69.72
2008-01-29,69.63,70.14,68.59,69.1
2008-01-30,68.51,70.25,67.37,67.44
2008-01-31,66.23,69.45,66.23,68.72
2008-02-01,69.08,71.67,68.78,71.49
2008-02-04,71.11,71.51,69.8,70.66
2008-02-05,69.15,70.56,68.24,68.31
2008-02-06,68.74,68.89,67,67.04
2008-02-07,66.77,68.66,66.437,68.57
2008-02-08,67.99,68.44,65.61,66.41
2008-02-11,66.29,66.45,64.99,65.08
2008-02-12,65.54,67.32,65.54,67.11
2008-02-13,66.99,68.29,66.33,67.54
2008-02-14,67.63,67.85,66.22,66.32
2008-02-15,66,66.71,65.28,66.71
2008-02-19,67.26,67.53,65.53,65.94
2008-02-20,65.24,67.16,65.24,67.16
2008-02-21,66.94,67.82,65.48,65.66
2008-02-22,65.67,67.01,64.92,66.98
2008-02-25,66.87,69.19,66.23,69.19
2008-02-26,68.49,69.6959,68.23,69.1499
2008-02-27,69.97,70,68.36,70
2008-02-28,68.11,68.39,67.46,67.61
2008-02-29,66.91,67.4,66.19,66.33
2008-03-03,66.24,67.11,65.45,67.09
2008-03-04,65.99,67.14,65.4,66.5
2008-03-05,67.12,67.6,66.01,66.75
2008-03-06,66.71,66.71,63.98,64.09
2008-03-07,62.99,65.45,62.99,65.19
2008-03-10,65.71,65.71,63.84,64
2008-03-11,64.93,68.31,64.93,68.31
2008-03-12,69.02,69.2,66.93,66.95
2008-03-13,65.48,68.89,64.91,67.73
2008-03-14,68.78,69.4,65.07,66.77
2008-03-17,64.63,67.03,64.63,66.53
2008-03-18,67.27,69.62,67.27,69.62
2008-03-19,70.6,70.84,69.19,69.25
2008-03-20,70.8,71.28,68.52,70.6
2008-03-24,71.06,73.0137,71.06,72.4
2008-03-25,73.08,73.08,71.58,72.74
2008-03-26,73.06,73.06,71.01,71.01
2008-03-27,70.72,72.36,70.29,70.29
2008-03-28,71.4,71.4,69.52,69.63
2008-03-31,69.02,71.68,69.02,70.01
2008-04-01,71.7,74.22,71.09,74.22
2008-04-02,73.42,74.52,72.79,73.89
2008-04-03,74.15,75.61,73.24,75.61
2008-04-04,75.6,75.6,74.13,74.33
2008-04-07,75.6,75.6,73.57,74.22
2008-04-08,73.7,74.05,72.99,73.28
2008-04-09,73.3,73.35,71.46,71.46
2008-04-10,71.43,72.7758,71.04,72.49
2008-04-11,72.35,72.35,71.04,71.27
2008-04-14,70.86,72.04,70.65,70.96
2008-04-15,71.27,72.17,70.78,71.57
2008-04-16,72.75,75.25,72.22,75.25
2008-04-17,74.65,74.94,73.61,74.82
2008-04-18,75.61,76.06,74.31,74.74
2008-04-21,74.74,74.74,73.65,74.11
2008-04-22,73.91,74.18,73.18,73.67
2008-04-23,73.49,75.22,73.28,74.73
2008-04-24,74.55,76.55,73.66,76.55
2008-04-25,78.17,78.17,75.864,76.49
2008-04-28,77.05,77.05,75.9,76.51
2008-04-29,76.31,76.46,75.27,75.57
2008-04-30,76.23,76.59,74.428,74.55
2008-05-01,74.73,76.2,74.14,76.18
2008-05-02,77.42,77.42,75.83,76.03
2008-05-05,76.27,76.284,75.31,75.95
2008-05-06,75.47,76.42,75.01,76.4
2008-05-07,76.5,76.54,74.21,74.35
2008-05-08,74.65,74.74,73.73,74.21
2008-05-09,73.6,74.42,73.26,73.58
2008-05-12,73.67,75.46,73.67,75.36
2008-05-13,75.74,75.75,74.8554,75.63
2008-05-14,76.01,76.65,75.84,76.17
2008-05-15,76.47,77.27,75.76,77.27
2008-05-16,77.21,77.21,76.248,76.56
2008-05-19,76.82,77.22,76.23,76.62
2008-05-20,76.31,76.5,75.204,75.7
2008-05-21,75.68,76.32,73.65,73.76
2008-05-22,74.01,74.14,73.13,73.39
2008-05-23,72.68,73.26,72.07,72.99
2008-05-27,73.31,74.28,73.16,73.98
2008-05-28,74.33,74.47,73.6598,74.07
2008-05-29,74.03,74.99,73.89,74.76
2008-05-30,74.87,74.98,74.18,74.33
2008-06-02,74.1,74.74,72.737,73.23
2008-06-03,73.65,73.95,72.85,73.73
2008-06-04,73.45,74.73,73.25,74.34
2008-06-05,74.02,76.04,74.02,76.04
2008-06-06,75.45,75.45,72.59,72.59
2008-06-09,72.93,73.51,70.92,71.08
2008-06-10,70.71,71.74,69.9,71.13
2008-06-11,71.12,71.75,69.96,70
2008-06-12,70.59,71.52,69.75,70.61
2008-06-13,71.25,72.05,70.29,72.02
2008-06-16,71.58,73.09,71.07,73
2008-06-17,72.77,73.14,70.62,70.76
2008-06-18,70.4,70.6,69.2601,69.79
2008-06-19,69.65,71.4,69.17,71.37
2008-06-20,69.62,69.95,68.47,68.47
2008-06-23,68.64,69.66,67.07,67.09
2008-06-24,66.25,68.05,66.2101,67.32
2008-06-25,67.47,69.4399,67.47,68.25
2008-06-26,67.86,68.5,65.88,65.98
2008-06-27,66.05,66.47,64.94,65.34
2008-06-30,65.48,66.42,64.75,65.46
2008-07-01,65.37,65.58,63.67,65.58
2008-07-02,65.52,65.9099,64.31,64.34
2008-07-03,64.92,64.98,63.75,64.1
2008-07-07,64.25,64.6,62.33,62.6
2008-07-08,62.51,67.23,62.1,67.01
2008-07-09,66.5,66.51,61.9,61.9
2008-07-10,62.24,64.28,61.72,63.525
2008-07-11,62.66,64.81,62.05,63.32
2008-07-14,64.41,64.63,60.86,60.93
2008-07-15,60.57,62.58,59.45,60.46
2008-07-16,60.43,64.62,59.8442,64.62
2008-07-17,64.69,66.01,63.24,65.63
2008-07-18,65.77,65.93,64.72,65.77
2008-07-21,65.8,66.42,65.35,66.15
2008-07-22,65.82,68.38,65.04,68.24
2008-07-23,68.27,70.9,67.67,70.19
2008-07-24,70.43,70.43,65,65.28
2008-07-25,65.84,67.44,65.27,66.62
2008-07-28,66.6,67.57,64.68,65.05
2008-07-29,65.42,68.75,65.22,68.58
2008-07-30,69.056,69.13,66.25,68.14
2008-07-31,67.36,68.14,66.37,67.37
2008-08-01,67.47,67.53,65.748,67.29
2008-08-04,67.37,67.4,66.06,66.4
2008-08-05,66.6,69.67,66.6,69.2
2008-08-06,69.38,69.46,68.1,69.14
2008-08-07,68.97,68.97,66.761,67.26
2008-08-08,66.836,70.48,66.836,69.75
2008-08-11,70.24,72.39,69.42,71.78
2008-08-12,71.64,71.64,69.05,69.86
2008-08-13,69.24,69.5,68.05,68.84
2008-08-14,68.1,70.15,68.1,69.95
2008-08-15,70.19,70.9,69.18,69.53
2008-08-18,70.08,70.11,67.7685,68.45
2008-08-19,68.53,68.53,66.36,67.05
2008-08-20,66.97,67.56,65.75,67.08
2008-08-21,66.98,66.98,65.6,65.84
2008-08-22,66.53,68.28,66.31,68.28
2008-08-25,67.9601,68.04,65.94,66.26
2008-08-26,66.19,66.988,65.71,66.78
2008-08-27,67.14,67.42,66.43,67.21
2008-08-28,67.52,69.61,67.52,69.47
2008-08-29,68.69,69.7,68.26,68.77
2008-09-02,70.44,70.71,68.2,69.52
2008-09-03,69.56,70.57,68.94,70.57
2008-09-04,69.73,70.25,68.46,68.57
2008-09-05,68.09,68.72,67.02,68.65
2008-09-08,73.33,73.33,69.74,71.62
2008-09-09,71.87,71.87,68.4,68.67
2008-09-10,69.11,69.68,67.62,69.03
2008-09-11,69.07,69.88,67.53,69.88
2008-09-12,69.28,70.56,68.75,70.5
2008-09-15,68.53,69.18,65.9,66.03
2008-09-16,64.54,68.4,63.92,68.3
2008-09-17,65.54,67.94,64.41,64.58
2008-09-18,65.03,70.41,62.12,70.39
2008-09-19,70.49,78,67.97,71.38
2008-09-22,70.14,70.77,65.47,66.05
2008-09-23,66.36,67.61,65.94,66.43
2008-09-24,68.26,68.26,64.82,65.1434
2008-09-25,65.49,67.2,65.06,66.51
2008-09-26,65.51,68.53,64.97,68.52
2008-09-29,66.86,68.52,64,66.13
2008-09-30,64.9,68.16,64.49,67.57
2008-10-01,68.37,68.37,65.25,66.38
2008-10-02,64.61,65.69,61.54,61.67
2008-10-03,63.61,63.74,58.75,59.615
2008-10-06,57.51,58.56,54.36,56.56
2008-10-07,56.62,57.89,52.18,52.37
2008-10-08,49.75,54.8,49.75,51.43
2008-10-09,53.65,53.65,46.99,47.12
2008-10-10,44.43,53.1,44.29,51.2
2008-10-13,53.92,55.85,51.24,55.85
2008-10-14,58.27,58.27,47.88,51.43
2008-10-15,51.11,51.11,44.08,44.5
2008-10-16,45.79,47.38,43.05,47.19
2008-10-17,47.83,48.91,44.84,46.76
2008-10-20,47.41,47.52,44.87,47.22
2008-10-21,46.49,47.66,45.32,45.7
2008-10-22,44.93,44.93,40.57,42.29
2008-10-23,41.82,42.95,37.76,41.7
2008-10-24,37.18,40.91,37.18,38.6501
2008-10-27,37.45,40.19,36.21,36.38
2008-10-28,37.92,43,35.7,43
2008-10-29,41.84,43.8,40.24,41.2
2008-10-30,43.28,43.35,41.25,43.35
2008-10-31,43.96,46.46,42.33,46.46
2008-11-03,46.12,46.12,44.05,44.3
2008-11-04,45.65,46.89,44.45,46.81
2008-11-05,46.18,46.27,41.73,41.93
2008-11-06,41.34,41.84,39.81,39.92
2008-11-07,40.02,42.91,39.18,42.91
2008-11-10,44.71,44.71,38.1967,39.06
2008-11-11,38.2,38.91,36.52,38.13
2008-11-12,37.18,38.13,35,35.15
2008-11-13,35.52,39.57,33.6,39.57
2008-11-14,37.48,38.24,34.43,34.98
2008-11-17,34.23,34.94,33.33,33.39
2008-11-18,33.65,34.1,31.13,33.36
2008-11-19,32.91,33.05,28.15,28.57
2008-11-20,27.88,29.97,25.82,26.84
2008-11-21,27,28.51,24.33,28.26
2008-11-24,28.93,33.47,27.95,33.2
2008-11-25,33.94,34.249,31.11,33.77
2008-11-26,33.12,35.59,32.56,35.59
2008-11-28,35.43,35.43,34.1,35.34
2008-12-01,33.69,34.01,27.53,27.97
2008-12-02,29.2,32,28.8,32
2008-12-03,30.73,33.52,29.85,33.42
2008-12-04,32.95,35.13,31.88,32.55
2008-12-05,32.18,36.23,31.65,36.14
2008-12-08,37,39.93,36.53,39.93
2008-12-09,39.49,39.569,35.8,36.22
2008-12-10,36.71,39.58,36.62,39.58
2008-12-11,38.68,38.84,32.91,33.36
2008-12-12,32.35,36.99,32.21,36.73
2008-12-15,36.85,36.92,34.17,35.46
2008-12-16,36.24,40.3,35.68,40.19
2008-12-17,39.3,42.92,38.53,40.9
2008-12-18,41.49,41.68,37.39,37.77
2008-12-19,37.59,39.64,37.59,39.28
2008-12-22,39.5,39.52,36.56,38.49
2008-12-23,38.99,39.13,37.76,38.09
2008-12-24,38.52,38.59,37.73,38.55
2008-12-26,38.89,39.08,37.83,39.06
2008-12-29,38.87,38.97,36.048,36.82
2008-12-30,37.32,38.68,37.01,38.62
2008-12-31,38.88,40.76,38.29,40.53
2009-01-02,40.79,40.79,39.09,39.33
2009-01-05,38.97,39.45,38.05,38.2264
2009-01-06,38.9,40.75,37.78,40.36
2009-01-07,39.69,40.14,38.6,38.91
2009-01-08,38.41,38.84,37.78,38.57
2009-01-09,38.6,38.998,36.42,36.56
2009-01-12,36.32,36.39,33.75,34.33
2009-01-13,34.06,35.65,33.93,35.42
2009-01-14,34.28,34.6,33.153,33.53
2009-01-15,33.44,35.5,31.77,34.74
2009-01-16,35.46,36.13,33.78,35.94
2009-01-20,35.96,35.96,31.685,31.84
2009-01-21,32.67,35.42,31.58,35.39
2009-01-22,33.86,35.2,32.83,33.57
2009-01-23,32.58,34.52,32.02,34.5
2009-01-26,34.5,35.39,33.51,34.22
2009-01-27,34.48,35.28,34,34.58
2009-01-28,35.75,37.9,35.36,37.7
2009-01-29,36.97,37.02,34.41,34.55
2009-01-30,35.09,35.56,32.64,33.29
2009-02-02,32.49,33.89,32.13,33.72
2009-02-03,33.9,34,32.85,33.47
2009-02-04,32.95,34.42,32.67,32.72
2009-02-05,32.05,33.11,30.92,31.83
2009-02-06,31.96,34.53,31.96,34.25
2009-02-09,34.52,34.79,33.43,34.73
2009-02-10,34.32,34.36,31.25,31.5
2009-02-11,31.84,32.17,30.57,32.15
2009-02-12,31.22,31.73,29.22,31.64
2009-02-13,31.21,31.31,29.47,29.56
2009-02-17,28,28.67,27.09,27.36
2009-02-18,27.64,27.9597,26.56,27.9
2009-02-19,28.25,28.46,26.29,26.58
2009-02-20,25.6,28.37,25.29,28.28
2009-02-23,28.43,28.68,25.89,25.97
2009-02-24,26.41,28.55,26,28.5
2009-02-25,28.14,29.01,26.66,27.82
2009-02-26,28.37,28.69,26.17,26.41
2009-02-27,25.69,26.87,25.63,26.03
2009-03-02,25.55,25.62,23.6906,24.12
2009-03-03,24.53,24.9,23.14,24.36
2009-03-04,24.96,25.43,24.11,24.99
2009-03-05,24.18,24.46,22.92,23.26
2009-03-06,23.59,23.59,21.6,22.97
2009-03-09,22.2,23.52,22.2,23.49
2009-03-10,23.97,26.98,23.91,26.91
2009-03-11,27.14,27.44,26.08,26.39
2009-03-12,26.49,28.91,26.1,28.69
2009-03-13,28.96,28.96,27.06,28.04
2009-03-16,28.69,28.69,25.65,25.72
2009-03-17,25.6,27.82,25.21,27.71
2009-03-18,27.38,29.28,26.51,29.21
2009-03-19,29.59,29.75,27.3,27.38
2009-03-20,27.02,27.02,24.53,24.6
2009-03-23,25.49,28.72,25.49,28.71
2009-03-24,27.6,28.79,26.2,26.33
2009-03-25,26.61,27.39,24.49,26.63
2009-03-26,27.02,27.59,25.59,27.5
2009-03-27,26.72,26.96,26.02,26.25
2009-03-30,24.74,25.19,24.25,24.48
2009-03-31,24.89,26.64,24.68,26.39
2009-04-01,25.73,26.52,25.47,25.93
2009-04-02,26.86,28.41,26.54,27.98
2009-04-03,27.95,30.74,27.44,30.62
2009-04-06,30,30.96,29.17,30.22
2009-04-07,29.36,29.63,27.6,27.62
2009-04-08,27.99,28.54,27.45,28.36
2009-04-09,29.65,32.26,29.03,32.13
2009-04-13,31.74,33,30.87,32.22
2009-04-14,31.6,32.07,29.41,29.42
2009-04-15,29.34,32.37,29.15,32.29
2009-04-16,32.24,34.85,30.84,33.57
2009-04-17,33.44,35.18,32.62,33.91
2009-04-20,32.95,33.09,30.05,30.42
2009-04-21,29.66,33.13,29.3,33
2009-04-22,32.44,33.62,31.7,31.92
2009-04-23,32.26,33.58,31.52,33.35
2009-04-24,33.46,36.12,32.96,35.02
2009-04-27,33.96,34.43,31.86,32.98
2009-04-28,31.98,34.15,31.98,33.44
2009-04-29,33.64,35.26,33.4199,34.71
2009-04-30,35.45,36.06,34.51,34.74
2009-05-01,34.75,34.75,33.05,33.51
2009-05-04,33.79,36.39,33.73,36.31
2009-05-05,36.09,36.09,34.65,35.01
2009-05-06,35.53,36.57,34.68,36.41
2009-05-07,36.85,36.96,33.29,34.13
2009-05-08,34.46,36.91,34.26,36.58
2009-05-11,35.71,36.16,35.07,35.15
2009-05-12,35.5,35.83,33.54,34.9
2009-05-13,33.93,33.93,32.12,32.4
2009-05-14,32.15,34.06,31.67,33.63
2009-05-15,33.36,33.63,31.75,32.39
2009-05-18,32.74,35.34,32.7,35.18
2009-05-19,35.02,35.39,33.92,34.2
2009-05-20,34.81,35.89,33.94,34.12
2009-05-21,33.7,34.578,33.18,34.19
2009-05-22,34.25,34.59,33.27,33.37
2009-05-26,33.24,35.65,32.95,35.38
2009-05-27,35.36,35.47,33.78,34.06
2009-05-28,34.53,34.95,33.57,34.74
2009-05-29,34.97,36.18,34.34,36.18
2009-06-01,36.8,38.41,36.23,37.3
2009-06-02,37.21,37.26,36.39,36.4
2009-06-03,36.25,36.7,35.99,36.63
2009-06-04,36.88,38.18,36.63,37.84
2009-06-05,38.26,38.32,37.05,37.44
2009-06-08,37.17,37.75,36.66,37.21
2009-06-09,37.47,37.49,36.81,37.19
2009-06-10,37.55,37.6,35.44,36.38
2009-06-11,36.39,36.63,35.47,35.55
2009-06-12,35.42,36.7803,35.34,36.7
2009-06-15,36.3,36.3,34.53,34.94
2009-06-16,35.1,35.39,33.94,34.35
2009-06-17,34.33,34.68,33.42,33.72
2009-06-18,33.85,34.32,33.5,34.04
2009-06-19,33.77,34.04,33.27,34.04
2009-06-22,33.36,33.51,31.85,31.95
2009-06-23,31.97,32.8,31.81,32.25
2009-06-24,32.57,33.15,32.4201,32.93
2009-06-25,32.48,33.29,32.28,33.27
2009-06-26,33.13,33.94,32.96,33.63
2009-06-29,33.92,33.95,33.18,33.68
2009-06-30,33.91,34.23,33.62,33.94
2009-07-01,34.2,34.66,34.18,34.34
2009-07-02,33.91,33.95,32.55,32.63
2009-07-06,32.26,33.59,32.07,33.52
2009-07-07,33.48,33.48,31.97,32.08
2009-07-08,32.31,32.4,30.86,31.73
2009-07-09,31.91,32.11,31.13,31.49
2009-07-10,30.89,31.33,30.31,31.07
2009-07-13,31.21,32.56,30.9,32.46
2009-07-14,32.37,33.03,31.88,32.75
2009-07-15,33.33,34.41,33.06,33.96
2009-07-16,33.77,34.59,33.23,34.25
2009-07-17,34.12,34.12,33.09,33.4
2009-07-20,33.64,34.695,33.62,34.58
2009-07-21,34.78,34.85,33.69,34.37
2009-07-22,33.9,34.97,33.86,34.48
2009-07-23,34.57,36.28,34.36,35.91
2009-07-24,35.62,36.25,35.16,36.08
2009-07-27,36.14,36.77,35.82,36.74
2009-07-28,36.42,36.79,36.08,36.62
2009-07-29,36.3,36.59,35.8278,36.16
2009-07-30,36.76,38.02,36.68,37.49
2009-07-31,37.3,37.78,37.06,37.51
2009-08-03,38.26,38.28,37.51,38.16
2009-08-04,37.89,40.52,37.64,40.22
2009-08-05,40.25,42.04,39.94,41.84
2009-08-06,42.56,43.47,41.6,41.65
2009-08-07,42.64,44.75,41.91,43.92
2009-08-10,43.74,43.86,42.48,42.92
2009-08-11,42.62,42.66,41.1653,41.7
2009-08-12,41.63,42.86,41.63,42
2009-08-13,42.51,42.67,41.69,42.25
2009-08-14,42,42,40.86,41.81
2009-08-17,40.22,40.32,39.31,39.55
2009-08-18,39.71,40.5,39.51,39.95
2009-08-19,39.32,39.88,39.08,39.69
2009-08-20,39.73,41.38,39.65,41.33
2009-08-21,41.9,43.29,41.66,42.46
2009-08-24,42.84,43.02,42.04,42.16
2009-08-25,42.59,43.06,42.21,42.67
2009-08-26,42.61,42.95,42.25,42.94
2009-08-27,42.99,43.39,41.96,43.32
2009-08-28,43.65,43.83,42.89,43.73
2009-08-31,43.07,43.35,42.52,43.03
2009-09-01,42.65,43.07,40.65,40.76
2009-09-02,40.33,40.66,39.9,39.94
2009-09-03,40.37,40.68,39.62,40.63
2009-09-04,40.68,41.16,39.91,41.12
2009-09-08,41.75,42.62,41.52,42.51
2009-09-09,42.65,43.61,42.23,43.56
2009-09-10,43.53,44.27,42.81,44.23
2009-09-11,44.35,44.59,43.53,43.97
2009-09-14,43.45,45.48,43.42,45.44
2009-09-15,45.65,46.81,44.81,46.13
2009-09-16,46.6,48.17,46.39,48.08
2009-09-17,48.05,49.75,47.13,47.85
2009-09-18,47.67,48.13,46.66,47.5
2009-09-21,46.76,47.27,46.35,46.73
2009-09-22,47.33,48.3,47.07,48.19
2009-09-23,48.44,48.44,46.39,46.46
2009-09-24,46.68,46.94,44.431,44.68
2009-09-25,44.47,45.36,44,44.83
2009-09-28,45.18,46.75,45,46.67
2009-09-29,46.78,47.2,45.81,45.96
2009-09-30,46.18,46.39,44.89,45.54
2009-10-01,45.38,45.51,43.4805,43.5
2009-10-02,42.55,44.43,42.54,43.08
2009-10-05,43.37,44.52,43.3,44.38
2009-10-06,44.81,45.38,43.65,44.35
2009-10-07,44.06,44.59,43.66,44.23
2009-10-08,44.86,45.52,44.65,45.03
2009-10-09,44.91,45.55,44.53,45.41
2009-10-12,45.68,46,45.1811,45.39
2009-10-13,45.16,45.35,44.4,44.74
2009-10-14,45.6,46.65,45.39,46.57
2009-10-15,46.12,46.26,45.83,46.08
