,RWR.OPEN,RWR.HIGH,RWR.LOW,RWR.CLOSE
2009-10-16,45.42,45.5684,44.72,44.94
2009-10-19,45.12,45.96,44.96,45.84
2009-10-20,45.86,45.86,44.73,44.88
2009-10-21,44.73,45.69,44.3,44.3
2009-10-22,44.45,45.62,43.73,45.59
2009-10-23,45.7,45.78,44.81,44.97
2009-10-26,45.03,46.17,44.81,44.88
2009-10-27,44.97,45.2,44.05,44.24
2009-10-28,43.92,44.627,42.28,42.32
2009-10-29,42.97,44.51,42.91,44.37
2009-10-30,44.02,44.31,42.44,43.53
2009-11-02,43.69,44.56,42.2727,43.58
2009-11-03,42.89,44.29,42.89,44.23
2009-11-04,44.79,44.94,43.2,43.24
2009-11-05,43.89,44.3,43.33,44.17
2009-11-06,43.54,44.18,43.13,43.56
2009-11-09,44.24,45.73,43.92,45.64
2009-11-10,45.33,45.69,44.68,45.32
2009-11-11,45.65,46.54,45.61,46.26
2009-11-12,46.12,46.55,45.6,45.67
2009-11-13,45.72,46.5,45.72,46.32
2009-11-16,46.66,47.969,46.66,47.43
2009-11-17,47.27,47.73,46.6,46.61
2009-11-18,46.57,47.63,46.5201,47.48
2009-11-19,47.15,47.15,46.18,46.4
2009-11-20,46.11,46.3,45.9,46.05
2009-11-23,46.66,47.33,46.24,46.62
2009-11-24,46.63,46.63,45.73,45.91
2009-11-25,46.04,46.42,45.94,46.03
2009-11-27,44.77,45.55,44.55,44.74
2009-11-30,44.78,46.62,44.51,46.5
2009-12-01,46.77,47.3585,46.41,47.06
2009-12-02,46.92,48.1,46.92,47.86
2009-12-03,48.08,48.74,47.16,47.34
2009-12-04,48.42,49.05,47.81,48.79
2009-12-07,48.65,48.72,47.33,47.67
2009-12-08,47.35,48.1785,47.23,47.4499
2009-12-09,47.58,47.8,47.21,47.32
2009-12-10,47.64,47.74,46.87,47.18
2009-12-11,47.29,47.91,47.17,47.87
2009-12-14,48.19,48.84,47.54,48.73
2009-12-15,48.34,48.62,48.11,48.23
2009-12-16,48.57,48.87,48.35,48.66
2009-12-17,48.27,48.59,47.89,48.28
2009-12-18,47.97,48.14,47.31,48.1
2009-12-21,48.17,48.86,48.17,48.78
2009-12-22,48.9,49.4,48.86,49.39
2009-12-23,49.38,50.47,49.38,50.03
2009-12-24,50.28,50.71,50.1802,50.71
2009-12-28,50.87,51.43,50.68,50.91
2009-12-29,51.13,51.214,50.1,50.2
2009-12-30,50.04,50.1761,49.621,50.11
2009-12-31,50.33,50.68,49.2,49.21
2010-01-04,49.71,50,48.67,48.99
2010-01-05,49.04,49.06,48.34,49.0332
2010-01-06,49.02,49.36,48.8,49
2010-01-07,48.95,49.7,48.44,49.45
2010-01-08,49.33,49.33,48.61,48.99
2010-01-11,49.27,49.59,49.03,49.27
2010-01-12,48.85,49.25,48.2252,48.44
2010-01-13,48.55,49.6,48.55,49.46
2010-01-14,49.49,49.55,49.05,49.36
2010-01-15,49.29,49.34,48.8,48.92
2010-01-19,49.01,50.16,48.98,49.98
2010-01-20,49.51,49.68,48.96,49.4
2010-01-21,49.48,49.76,47.9,47.97
2010-01-22,47.9,48.32,46.6,46.83
2010-01-25,47.41,47.41,46.19,46.98
2010-01-26,46.62,47.37,46.57,46.63
2010-01-27,46.71,47.14,45.92,47.08
2010-01-28,47.34,47.34,46.21,46.61
2010-01-29,47.03,47.41,46.07,46.32
2010-02-01,46.77,47.34,46.59,47.23
2010-02-02,47.39,48.17,46.86,47.92
2010-02-03,47.75,47.75,46.86,47.12
2010-02-04,46.78,46.85,45.38,45.39
2010-02-05,45.59,46.45,44.906,46.33
2010-02-08,46.34,46.58,45.16,45.17
2010-02-09,45.74,45.92,44.71,45.09
2010-02-10,45.22,45.7399,44.33,45.13
2010-02-11,45.1,45.5919,44.59,45.55
2010-02-12,44.98,46.03,44.86,45.99
2010-02-16,46.48,47.44,46.48,47.36
2010-02-17,47.38,48.04,47.38,47.87
2010-02-18,47.67,48.65,47.4699,48.48
2010-02-19,48.35,48.81,48.14,48.47
2010-02-22,48.66,49.02,48.43,48.75
2010-02-23,48.49,48.83,48.2,48.41
2010-02-24,48.48,48.81,48.33,48.79
2010-02-25,48.29,49.09,47.98,48.97
2010-02-26,49.03,49.52,48.75,48.95
2010-03-01,49.21,49.62,49.09,49.42
2010-03-02,49.59,49.71,49.3,49.45
2010-03-03,49.47,49.64,49.23,49.26
2010-03-04,49.39,49.6581,49.27,49.59
2010-03-05,49.79,51.09,49.67,50.94
2010-03-08,51,51.689,50.909,51.5
2010-03-09,51.32,52.4,51.19,51.76
2010-03-10,51.77,52.2999,51.5898,52.04
2010-03-11,51.79,52.42,51.67,52.42
2010-03-12,52.79,53.1172,52.39,52.81
2010-03-15,52.63,53.05,52.16,52.72
2010-03-16,52.86,54.148,52.75,53.95
2010-03-17,54.2,54.9,54,54.68
2010-03-18,54.7,54.99,54.401,54.5
2010-03-19,54.23,54.43,53.57,53.6
2010-03-22,53.23,54.41,53.08,54.23
2010-03-23,54.26,54.26,53.59,54.12
2010-03-24,53.96,54.74,53.9,54.37
2010-03-25,54.77,55.555,54.58,54.63
2010-03-26,54.77,55.05,54.09,54.25
2010-03-29,54.58,54.58,54.05,54.34
2010-03-30,54.49,54.6,54.09,54.2999
2010-03-31,54.08,54.36,53.68,53.76
2010-04-01,54.1,54.12,53.48,53.93
2010-04-05,54.23,55.27,54.05,55.19
2010-04-06,55.06,56.54,54.86,56.41
2010-04-07,56.25,56.45,54.9,55.14
2010-04-08,54.92,55.26,54.801,55.13
2010-04-09,55.35,56.13,55.1,56.09
2010-04-12,56.23,56.23,55.6,55.6
2010-04-13,55.68,57.249,55.63,57.07
2010-04-14,57.53,57.54,56.75,57.07
2010-04-15,56.77,56.94,55.46,55.54
2010-04-16,55.38,55.83,54.09,54.19
2010-04-19,53.77,54.87,53.65,54.42
2010-04-20,54.77,55.37,54.2,55.37
2010-04-21,55.29,56.71,55.29,56.33
2010-04-22,55.96,57.5,55.63,57.3
2010-04-23,57.44,58.07,56.87,57.99
2010-04-26,58.19,58.91,57.96,58.49
2010-04-27,58.11,58.51,56.57,56.65
2010-04-28,57.27,57.32,56.55,56.76
2010-04-29,57.55,59.44,57.05,59.34
2010-04-30,59.17,59.75,57.41,57.45
2010-05-03,58.14,59.83,58.02,59.44
2010-05-04,58.65,58.93,57.61,58.16
2010-05-05,57.31,58.4,56.48,57.32
2010-05-06,56.93,60.25,48.5,54.93
2010-05-07,55.23,56.32,53.21,54.11
2010-05-10,56.91,57.81,56.5,57.78
2010-05-11,56.88,58.56,56.72,57.91
2010-05-12,58.18,59.12,57.86,58.86
2010-05-13,59.06,59.09,57.88,58.08
2010-05-14,57.49,57.63,55.5,56.18
2010-05-17,56.35,57.24,54.53,56.15
2010-05-18,56.9,57.09,54.39,54.69
2010-05-19,54.3,55.41,52.76,54.17
2010-05-20,52.77,53.27,51.35,51.48
2010-05-21,50.58,53.28,50.31,53.22
2010-05-24,53.15,53.5,51.8717,51.88
2010-05-25,50.32,52.5,49.86,52.42
2010-05-26,53.13,53.9,51.94,52.24
2010-05-27,53.48,55.23,52.99,55.14
2010-05-28,55.08,55.51,54.12,54.34
2010-06-01,53.77,54.6899,53.22,53.27
2010-06-02,53.8,54.48,52.77,54.41
2010-06-03,54.45,54.74,53.79,54.3
2010-06-04,53.28,53.589,50.9,51.12
2010-06-07,51.23,52.3,50.82,50.91
2010-06-08,51.06,51.88,49.75,51.77
2010-06-09,52.26,53.66,51.89,52.13
2010-06-10,53.19,54.62,52.84,54.46
2010-06-11,54,55.2199,53.76,55.05
2010-06-14,55.78,56.35,55.22,55.81
2010-06-15,56.1,57.139,55.71,57.04
2010-06-16,56.6,56.93,56.19,56.49
2010-06-17,56.66,56.86,55.99,56.63
2010-06-18,56.3,56.34,55.67,55.89
2010-06-21,56.7,56.93,55.34,55.57
2010-06-22,55.6,55.85,53.68,53.72
2010-06-23,53.66,54.59,52.95,54.01
2010-06-24,53.75,53.81,52.62,52.71
2010-06-25,52.99,54.38,52.71,54.13
2010-06-28,54.31,54.33,53.27,53.42
2010-06-29,52.62,52.682,51.27,51.63
2010-06-30,51.78,52.47,50.94,51.01
2010-07-01,50.97,51.37,49.6701,51
2010-07-02,51.15,51.33,49.67,49.91
2010-07-06,50.77,51.13,48.3,48.78
2010-07-07,48.88,51.28,48.86,51.2
2010-07-08,51.83,52.29,50.93,51.88
2010-07-09,51.77,52.66,51.77,52.6
2010-07-12,52.44,52.899,51.9,52.72
2010-07-13,53.47,54.23,53.27,53.96
2010-07-14,53.77,54.2,52.98,53.71
2010-07-15,53.67,53.77,52.47,53.46
2010-07-16,53.1,53.18,51.36,51.75
2010-07-19,51.88,52.69,50.9903,52.45
2010-07-20,51.47,53.59,51.384,53.43
2010-07-21,53.73,53.81,52.01,52.22
2010-07-22,52.9,54.717,52.83,54.33
2010-07-23,54.24,54.98,53.31,54.92
2010-07-26,55.04,56.4601,54.63,56.43
2010-07-27,56.84,57.04,55.68,56.35
2010-07-28,56.07,56.94,55.92,56.25
2010-07-29,56.84,56.85,55.24,55.77
2010-07-30,55.08,56.38,54.98,56.07
2010-08-02,56.98,58.18,56.82,58
2010-08-03,57.9,57.9,57.07,57.47
2010-08-04,57.56,57.86,57.16,57.86
2010-08-05,57.38,57.84,57.0201,57.17
2010-08-06,56.49,57.04,55.95,56.88
2010-08-09,57.16,57.7,56.8,57.56
2010-08-10,57,57.49,56.35,56.87
2010-08-11,55.9,56.22,55.05,55.5
2010-08-12,54.9,55.32,54.5,54.69
2010-08-13,54.71,55.17,54.64,54.73
2010-08-16,54.5,55.21,54.22,54.72
2010-08-17,55.25,56.409,54.96,55.98
2010-08-18,56.02,56.43,55.634,56.03
2010-08-19,55.77,55.86,54.3,54.61
2010-08-20,54.3,54.5,53.885,54.37
2010-08-23,54.62,54.831,54.13,54.14
2010-08-24,53.41,54.23,52.94,53.86
2010-08-25,53.52,55.02,53.45,54.77
2010-08-26,55.16,55.46,54.38,54.52
2010-08-27,54.84,55.39,53.66,55.31
2010-08-30,55.19,55.71,54.826,54.89
2010-08-31,54.72,55.5099,54.44,55.36
2010-09-01,56.1,57.29,55.95,57.12
2010-09-02,57.17,57.94,57.08,57.91
2010-09-03,58.66,58.78,58.16,58.72
2010-09-07,58.39,58.43,57.72,57.77
2010-09-08,57.95,58.3297,57.73,57.86
2010-09-09,58.6,58.6,57.124,57.36
2010-09-10,57.38,57.83,57.16,57.66
2010-09-13,58.15,58.59,57.97,58.45
2010-09-14,58.33,58.75,58.0697,58.34
2010-09-15,58.12,59.07,58.01,58.91
2010-09-16,58.77,58.92,58.331,58.56
2010-09-17,58.36,58.36,57.74,58.2
2010-09-20,58.47,59.89,58.35,59.67
2010-09-21,59.77,59.77,58.62,58.73
2010-09-22,58.64,58.82,57.84,58
2010-09-23,57.53,57.62,56.32,56.45
2010-09-24,57.19,58.16,57.19,58.04
2010-09-27,58.31,58.31,57.11,57.37
2010-09-28,57.5,57.71,56.51,57.65
2010-09-29,57.57,57.57,56.91,57.1297
2010-09-30,57.58,58.08,56.89,57.34
2010-10-01,57.69,57.8,56.84,57.63
2010-10-04,57.47,58.07,57.35,58.07
2010-10-05,58.59,59.23,58.14,59.07
2010-10-06,58.82,58.94,58.38,58.7
2010-10-07,59.02,59.24,58.56,58.79
2010-10-08,58.89,59.13,58.53,58.96
2010-10-11,59.08,59.2,58.84,58.99
2010-10-12,58.81,59.58,58.5602,59.41
2010-10-13,59.69,60.56,59.54,59.98
2010-10-14,59.89,60.26,59.5,59.82
2010-10-15,60.02,60.36,59.69,59.8
2010-10-18,59.72,60.59,59.72,60.59
2010-10-19,59.79,60.7,59.59,59.82
2010-10-20,59.89,61.65,59.89,61.14
2010-10-21,61.47,61.74,60.65,61.01
2010-10-22,61.15,61.428,60.66,61.05
2010-10-25,61.44,61.5369,61.0501,61.152
2010-10-26,60.61,60.898,60.4,60.71
2010-10-27,60.4,60.67,59.84,60.23
2010-10-28,60.53,60.79,59.32,59.83
2010-10-29,59.69,60.13,59.69,59.86
2010-11-01,60.05,61,60.05,60.43
2010-11-02,60.9,61,60.51,60.83
2010-11-03,60.99,61.02,60.38,60.74
2010-11-04,61.4,62.35,61.22,62.2901
2010-11-05,62.39,63.32,62.03,62.93
2010-11-08,62.68,62.924,62.06,62.555
2010-11-09,62.79,62.79,59.57,60.06
2010-11-10,60.18,60.81,60.0681,60.77
2010-11-11,60.42,60.85,60.1,60.27
2010-11-12,59.9,60.41,59.42,59.68
2010-11-15,59.88,60.17,59.06,59.06
2010-11-16,58.79,58.79,56.67,57.1
2010-11-17,57.28,57.9,57.03,57.61
2010-11-18,58.39,58.62,58,58.14
2010-11-19,57.95,58.57,57.46,58.47
2010-11-22,58.18,58.75,58.18,58.59
2010-11-23,57.87,58.21,57.79,58.06
2010-11-24,58.57,59.32,58.57,59.22
2010-11-26,58.95,59.33,58.87,59.1
2010-11-29,58.79,59.24,58.25,59.15
2010-11-30,58.5,59.16,58.47,58.8
2010-12-01,59.5,59.52,58.73,59.2
2010-12-02,59.38,60.18,59.26,60.17
2010-12-03,59.83,60.28,59.59,60.07
2010-12-06,60.11,60.402,59.45,60.27
2010-12-07,60.83,60.95,60.38,60.44
2010-12-08,60.49,60.61,59.17,59.52
2010-12-09,59.78,59.94,58.86,58.93
2010-12-10,59.09,59.75,59.03,59.45
2010-12-13,59.48,59.89,59.4,59.51
2010-12-14,59.61,60.08,58.64,58.83
2010-12-15,58.67,59.23,58.21,58.28
2010-12-16,58.35,58.66,58.02,58.3828
2010-12-17,57.91,58.36,57.84,58.32
2010-12-20,58.38,59.18,58.38,59.06
2010-12-21,59.25,59.7397,59.1001,59.66
2010-12-22,59.59,60.49,59.59,60.11
2010-12-23,60.05,60.31,59.84,59.84
2010-12-27,59.68,60.59,59.61,60.564
2010-12-28,60.67,60.88,60.27,60.75
2010-12-29,60.98,61.06,60.61,61.02
2010-12-30,61,61.34,60.88,61.14
2010-12-31,61.07,61.42,60.93,61.02
2011-01-03,61.4,62.17,61.39,62.115
2011-01-04,62.19,62.31,60.62,60.91
2011-01-05,60.59,61.28,60.59,61.25
2011-01-06,61.25,61.27,60.56,60.6
2011-01-07,60.78,61.08,60.052,60.55
2011-01-10,60.41,60.74,60,60.59
2011-01-11,60.69,61.01,60.0501,60.4416
2011-01-12,60.88,61,60.5,60.82
2011-01-13,60.75,61.15,60.6102,60.93
2011-01-14,60.85,61.37,60.79,61.32
2011-01-18,61.3,61.8901,61.08,61.89
2011-01-19,61.85,61.88,60.83,61.05
2011-01-20,60.97,61.59,60.84,61.05
2011-01-21,61.3,61.43,61.05,61.28
2011-01-24,61.11,61.8101,61.09,61.53
2011-01-25,61.4,62.25,61.15,62.25
2011-01-26,62.34,62.59,61.96,62.37
2011-01-27,62.84,63.44,62.69,63.34
2011-01-28,63.39,63.55,62.09,62.21
2011-01-31,62.6,63.299,62.44,63.07
2011-02-01,63.46,63.52,62.64,63.32
2011-02-02,63.12,63.64,63.12,63.21
2011-02-03,63.07,63.53,62.9,63.43
2011-02-04,63.64,63.64,62.65,62.82
2011-02-07,62.96,63.64,62.89,63.56
2011-02-08,63.64,63.92,63.54,63.79
2011-02-09,63.63,64.25,63.51,63.82
2011-02-10,63.6,64.26,63.6,64.07
2011-02-11,64,64.6121,63.79,64.54
2011-02-14,64.73,64.75,64.12,64.52
2011-02-15,64.25,64.58,64,64.26
2011-02-16,64.54,65,64.23,64.52
2011-02-17,64.48,64.78,64.41,64.58
2011-02-18,64.66,64.96,64.52,64.82
2011-02-22,64.35,64.96,64.11,64.2
2011-02-23,64.24,64.47,63.2801,63.66
2011-02-24,63.58,63.8,62.67,63.22
2011-02-25,63.47,64.49,63.4695,64.48
2011-02-28,64.87,66.07,64.85,66.07
2011-03-01,66.07,66.1,64.106,64.12
2011-03-02,64.04,64.21,63.31,63.41
2011-03-03,64.09,64.44,63.95,64.44
2011-03-04,64.37,64.51,63.45,63.74
2011-03-07,63.71,64.18,62.93,63.23
2011-03-08,63.34,64.5,63.33,64.17
2011-03-09,64.07,64.49,63.661,64.13
2011-03-10,63.69,63.69,63.09,63.15
2011-03-11,62.9,63.91,62.9,63.79
2011-03-14,63.36,63.54,62.92,63.17
2011-03-15,61.88,63.27,61.64,62.86
2011-03-16,62.71,62.8885,61.47,61.86
2011-03-17,62.63,62.79,61.92,62.43
2011-03-18,62.42,62.91,62.34,62.59
2011-03-21,63.23,63.58,63.01,63.32
2011-03-22,63.36,63.44,62.68,62.85
2011-03-23,62.65,62.77,61.79,62.13
2011-03-24,62.38,62.61,61.77,62.45
2011-03-25,62.6,63.1981,62.44,62.95
2011-03-28,63.17,63.22,62.7,62.82
2011-03-29,62.79,63.24,62.22,63.11
2011-03-30,63.49,64.07,63.19,64.02
2011-03-31,63.98,64.63,63.9001,64.6
2011-04-01,64.86,65.08,64.36,64.64
2011-04-04,64.79,64.9,64.46,64.61
2011-04-05,64.44,64.93,64.44,64.68
2011-04-06,64.85,64.8601,64.5,64.65
2011-04-07,64.64,64.64,63.6402,63.92
2011-04-08,64.2,64.4,63.32,63.45
2011-04-11,63.59,64.03,63.34,63.53
2011-04-12,63.32,63.7,63.2,63.43
2011-04-13,63.64,63.76,63.26,63.36
2011-04-14,63.17,64.41,63.17,64.32
2011-04-15,64.34,65.1699,64.33,65.16
2011-04-18,64.5,64.74,64.13,64.48
2011-04-19,64.53,65.16,64.53,65.109
2011-04-20,65.71,65.91,65.18,65.88
2011-04-21,66.09,66.34,65.56,66.29
2011-04-25,66.29,66.99,66.09,66.76
2011-04-26,67.01,67.57,66.63,67.36
2011-04-27,67.42,67.89,67.25,67.74
2011-04-28,67.79,68.98,67.79,68.74
2011-04-29,68.88,68.88,67.57,68.45
2011-05-02,68.77,69.009,67.93,68.51
2011-05-03,68.33,68.8,67.16,67.91
2011-05-04,67.79,68.04,67.24,67.55
2011-05-05,67.19,68.03,66.95,67.51
2011-05-06,68,68.19,66.74,66.92
2011-05-09,66.99,67.45,66.68,67.28
2011-05-10,67.55,68.46,67.52,68.38
2011-05-11,68.3,68.3,67.42,67.62
2011-05-12,67.44,67.81,66.87,67.69
2011-05-13,67.87,67.87,66.88,66.98
2011-05-16,66.85,67.61,66.69,67.1599
2011-05-17,67,67.29,66.67,67.07
2011-05-18,67.21,67.8298,66.83,67.76
2011-05-19,67.95,68.31,67.55,68.04
2011-05-20,67.87,67.99,67.141,67.19
2011-05-23,66.39,66.82,66.22,66.47
2011-05-24,66.65,66.95,66.49,66.75
2011-05-25,66.62,67.38,66.14,67.07
2011-05-26,66.9,68.15,66.77,67.95
2011-05-27,68.14,68.4,67.87,68.31
2011-05-31,68.8,69.46,68.61,69.44
2011-06-01,69.18,69.27,67.38,67.47
2011-06-02,67.65,68.07,66.91,66.97
2011-06-03,66.28,67.5697,66.17,67.28
2011-06-06,67.02,67.35,66.24,66.26
2011-06-07,66.74,67.563,66.49,67.04
2011-06-08,66.87,67.46,66.68,66.84
2011-06-09,67.01,67.01,65.82,66.07
2011-06-10,65.84,65.91,64.33,64.41
2011-06-13,64.5,65.14,64.29,64.77
2011-06-14,65.3,65.8,65.18,65.63
2011-06-15,65.18,65.42,64.1,64.55
2011-06-16,64.65,65.35,64.12,65.04
2011-06-17,65.06,65.34,64.56,65.19
2011-06-20,64.93,66.11,64.93,65.97
2011-06-21,66.29,66.54,65.95,66.43
2011-06-22,66.21,66.8991,66.21,66.27
2011-06-23,65.35,65.36,64.32,64.86
2011-06-24,65.1,65.42,64.53,64.8629
2011-06-27,64.85,65.42,64.85,65.13
2011-06-28,65.4,65.77,64.97,65.75
2011-06-29,66.01,66.6,65.77,66.48
2011-06-30,66.63,66.9197,66.34,66.6
2011-07-01,66.58,67.98,66.58,67.86
2011-07-05,67.99,68.51,67.47,68.43
2011-07-06,68.07,68.89,68.01,68.76
2011-07-07,69.25,69.82,69.22,69.71
2011-07-08,68.8,69.58,68.69,69.56
2011-07-11,68.63,68.9,68.2,68.26
2011-07-12,68.19,69.54,68.01,68.59
2011-07-13,68.81,68.86,67.86,67.95
2011-07-14,68.08,68.22,66.98,67.27
2011-07-15,67.51,68.05,67.11,68.04
2011-07-18,67.83,67.92,66.95,67.5
2011-07-19,67.8,68.68,67.72,68.61
2011-07-20,68.82,69.3,68.51,69.2699
2011-07-21,69.56,70.15,69.535,69.74
2011-07-22,69.86,70.2565,69.59,70.14
2011-07-25,69.34,69.88,69.13,69.44
2011-07-26,69.45,69.86,69.03,69.58
2011-07-27,69.25,69.25,67.58,67.65
